,Sim_time,Rec_time,Autopilot,Obstacle_Detected,Distance_from_Obstacle
0,1:01:30.329028,71.16794013977051,False,vehicle.vespa.zx125,27.962608337402344
1,1:01:30.379028,71.16794013977051,False,vehicle.vespa.zx125,27.31890106201172
2,1:01:30.429028,71.16794013977051,False,vehicle.chevrolet.impala,24.511384963989258
3,1:01:30.429028,71.16794013977051,False,vehicle.chevrolet.impala,24.360593795776367
4,1:01:30.529028,71.16794013977051,False,vehicle.chevrolet.impala,25.4403018951416
5,1:01:30.579028,71.16794013977051,False,vehicle.chevrolet.impala,26.41777801513672
6,1:02:55.929030,136.59480929374695,False,static.trafficsign,16.399171829223633
7,1:02:55.979030,136.59480929374695,False,static.trafficsign,15.87032699584961
8,1:02:56.029030,136.59480929374695,False,static.trafficsign,15.51591682434082
9,1:02:56.079030,137.13967156410217,False,static.trafficsign,15.28632926940918
10,1:02:56.129030,137.13967156410217,False,static.trafficsign,15.202017784118652
11,1:02:56.179030,137.13967156410217,False,static.trafficsign,14.800799369812012
12,1:02:56.229030,137.13967156410217,False,static.trafficsign,14.465213775634766
13,1:02:56.279030,137.13967156410217,False,static.trafficsign,14.38662338256836
14,1:02:56.329030,137.13967156410217,False,static.trafficsign,15.030683517456055
15,1:02:59.679030,139.77178645133972,True,walker.pedestrian.0043,11.354205131530762
16,1:02:59.729030,140.30410647392273,True,walker.pedestrian.0043,10.978310585021973
17,1:02:59.779030,140.30410647392273,True,walker.pedestrian.0043,10.718118667602539
18,1:02:59.829030,140.30410647392273,True,walker.pedestrian.0043,10.562561988830566
19,1:02:59.879030,140.30410647392273,True,walker.pedestrian.0043,10.469059944152832
20,1:02:59.929030,140.30410647392273,True,walker.pedestrian.0043,10.37567138671875
21,1:02:59.979030,140.30410647392273,True,walker.pedestrian.0043,10.275569915771484
22,1:03:00.029030,140.30410647392273,True,walker.pedestrian.0043,10.171711921691895
23,1:03:00.079030,140.30410647392273,True,walker.pedestrian.0043,10.064789772033691
24,1:03:00.129030,140.30410647392273,True,walker.pedestrian.0043,9.956809997558594
25,1:03:00.179030,140.30410647392273,True,walker.pedestrian.0043,9.846996307373047
26,1:03:00.229030,140.30410647392273,True,walker.pedestrian.0043,9.737265586853027
27,1:03:00.279030,140.30410647392273,True,walker.pedestrian.0043,9.629173278808594
28,1:03:00.329030,140.83426094055176,True,walker.pedestrian.0043,9.526278495788574
29,1:03:00.379030,140.83426094055176,True,walker.pedestrian.0043,9.42807388305664
30,1:03:00.429030,140.83426094055176,True,walker.pedestrian.0043,9.336982727050781
31,1:03:00.479030,140.83426094055176,True,walker.pedestrian.0043,9.25024700164795
32,1:03:00.529030,140.83426094055176,True,walker.pedestrian.0043,9.166509628295898
33,1:03:00.579030,140.83426094055176,True,walker.pedestrian.0043,9.098806381225586
34,1:03:00.629030,140.83426094055176,True,walker.pedestrian.0043,9.081206321716309
35,1:03:00.679030,140.83426094055176,True,walker.pedestrian.0043,9.129223823547363
36,1:03:00.729030,140.83426094055176,True,walker.pedestrian.0043,9.306392669677734
37,1:03:16.629030,154.26471185684204,False,vehicle.nissan.patrol_2021,29.597036361694336
38,1:03:16.679030,154.26471185684204,False,vehicle.nissan.patrol_2021,29.14072036743164
39,1:03:16.679030,154.26471185684204,False,vehicle.nissan.patrol_2021,28.715803146362305
40,1:03:16.779030,154.26471185684204,False,vehicle.nissan.patrol_2021,28.304824829101562
41,1:03:16.829030,154.80233931541443,False,vehicle.nissan.patrol_2021,27.914854049682617
42,1:03:16.879030,154.80233931541443,False,vehicle.nissan.patrol_2021,27.539155960083008
43,1:03:16.929030,154.80233931541443,False,vehicle.nissan.patrol_2021,27.15524673461914
44,1:03:16.979030,154.80233931541443,False,vehicle.nissan.patrol_2021,26.762250900268555
45,1:03:17.029030,154.80233931541443,False,vehicle.nissan.patrol_2021,26.395587921142578
46,1:03:17.079030,154.80233931541443,False,vehicle.nissan.patrol_2021,26.049436569213867
47,1:03:17.129030,154.80233931541443,False,vehicle.nissan.patrol_2021,25.719745635986328
48,1:03:17.179030,154.80233931541443,False,vehicle.nissan.patrol_2021,25.412185668945312
49,1:03:17.229030,154.80233931541443,False,vehicle.nissan.patrol_2021,25.121564865112305
50,1:03:17.279030,154.80233931541443,False,vehicle.nissan.patrol_2021,24.859804153442383
51,1:03:17.329030,154.80233931541443,False,vehicle.nissan.patrol_2021,24.527902603149414
52,1:03:17.379030,154.80233931541443,False,vehicle.nissan.patrol_2021,24.176786422729492
53,1:03:17.429030,154.80233931541443,False,vehicle.nissan.patrol_2021,23.830198287963867
54,1:03:17.479030,154.80233931541443,False,vehicle.nissan.patrol_2021,23.48719024658203
55,1:03:17.529030,155.31895780563354,False,vehicle.nissan.patrol_2021,23.146799087524414
56,1:03:17.579030,155.31895780563354,False,vehicle.nissan.patrol_2021,22.80859375
57,1:03:17.629030,155.31895780563354,False,vehicle.nissan.patrol_2021,22.47357749938965
58,1:03:17.679030,155.31895780563354,False,vehicle.nissan.patrol_2021,22.125402450561523
59,1:03:17.729030,155.31895780563354,False,vehicle.nissan.patrol_2021,21.701465606689453
60,1:03:17.779030,155.31895780563354,False,vehicle.nissan.patrol_2021,21.32257080078125
61,1:03:17.829030,155.31895780563354,False,vehicle.nissan.patrol_2021,20.977069854736328
62,1:03:17.879030,155.31895780563354,False,vehicle.nissan.patrol_2021,20.633445739746094
63,1:03:17.929030,155.31895780563354,False,vehicle.nissan.patrol_2021,20.301843643188477
64,1:03:17.979030,155.31895780563354,False,vehicle.nissan.patrol_2021,19.97943878173828
65,1:03:18.029030,155.31895780563354,False,vehicle.nissan.patrol_2021,19.67073631286621
66,1:03:18.079030,155.31895780563354,False,vehicle.nissan.patrol_2021,19.367900848388672
67,1:03:18.129030,155.31895780563354,False,vehicle.nissan.patrol_2021,19.07198715209961
68,1:03:18.179030,155.8200786113739,False,vehicle.nissan.patrol_2021,18.778076171875
69,1:03:18.229030,155.8200786113739,False,vehicle.nissan.patrol_2021,18.47477149963379
70,1:03:18.229030,155.8200786113739,False,vehicle.nissan.patrol_2021,18.16278839111328
71,1:03:18.329030,155.8200786113739,False,vehicle.nissan.patrol_2021,17.85417938232422
72,1:03:18.379030,155.8200786113739,False,vehicle.nissan.patrol_2021,17.552143096923828
73,1:03:18.429030,155.8200786113739,False,vehicle.nissan.patrol_2021,17.264690399169922
74,1:03:18.479030,155.8200786113739,False,vehicle.nissan.patrol_2021,16.99005889892578
75,1:03:18.529030,155.8200786113739,False,vehicle.nissan.patrol_2021,16.72614097595215
76,1:03:18.579030,155.8200786113739,False,vehicle.nissan.patrol_2021,16.471364974975586
77,1:03:18.629030,155.8200786113739,False,vehicle.nissan.patrol_2021,16.223102569580078
78,1:03:18.679030,155.8200786113739,False,vehicle.nissan.patrol_2021,15.98253059387207
79,1:03:18.729030,155.8200786113739,False,vehicle.nissan.patrol_2021,15.74536418914795
80,1:03:18.779030,155.8200786113739,False,vehicle.nissan.patrol_2021,15.513289451599121
81,1:03:18.829030,155.8200786113739,False,vehicle.nissan.patrol_2021,15.284926414489746
82,1:03:18.879030,156.34397053718567,False,vehicle.nissan.patrol_2021,15.064641952514648
83,1:03:18.929030,156.34397053718567,False,vehicle.nissan.patrol_2021,14.856433868408203
84,1:03:18.979030,156.34397053718567,False,vehicle.nissan.patrol_2021,14.672837257385254
85,1:03:19.029030,156.34397053718567,False,vehicle.nissan.patrol_2021,14.532942771911621
86,1:03:19.079030,156.34397053718567,False,vehicle.nissan.patrol_2021,14.462210655212402
87,1:03:19.129030,156.34397053718567,False,vehicle.nissan.patrol_2021,14.529776573181152
88,1:03:19.179030,156.34397053718567,False,vehicle.nissan.patrol_2021,14.645791053771973
89,1:03:19.229030,156.34397053718567,False,vehicle.nissan.patrol_2021,15.032851219177246
90,1:03:19.279030,156.34397053718567,False,vehicle.nissan.patrol_2021,15.352485656738281
91,1:03:19.329030,156.34397053718567,False,vehicle.nissan.patrol_2021,15.621419906616211
92,1:03:19.379030,156.34397053718567,False,vehicle.nissan.patrol_2021,15.664312362670898
93,1:03:19.429030,156.34397053718567,False,vehicle.nissan.patrol_2021,15.881760597229004
94,1:03:19.479030,156.34397053718567,False,vehicle.nissan.patrol_2021,16.439437866210938
95,1:04:08.029031,193.17804265022278,False,vehicle.nissan.micra,29.86792755126953
96,1:04:08.079031,193.17804265022278,False,vehicle.nissan.micra,29.760231018066406
97,1:04:08.129031,193.17804265022278,False,vehicle.nissan.micra,29.94460678100586
98,1:04:31.229031,212.35333251953125,True,vehicle.harley-davidson.low_rider,12.410677909851074
99,1:04:31.279031,212.35333251953125,True,vehicle.harley-davidson.low_rider,11.798693656921387
100,1:04:31.329031,212.35333251953125,True,vehicle.harley-davidson.low_rider,11.346999168395996
101,1:04:31.379031,212.35333251953125,True,vehicle.harley-davidson.low_rider,10.95553207397461
102,1:04:31.429031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.609570503234863
103,1:04:31.479031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.359379768371582
104,1:04:31.529031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.255928039550781
105,1:04:31.579031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.277734756469727
106,1:04:31.629031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.345415115356445
107,1:04:31.679031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.426313400268555
108,1:04:31.729031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.507022857666016
109,1:04:31.779031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.583221435546875
110,1:04:31.829031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.638083457946777
111,1:04:31.879031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.678624153137207
112,1:04:31.929031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.706073760986328
113,1:04:31.979031,212.86787939071655,True,vehicle.harley-davidson.low_rider,10.720189094543457
114,1:04:32.029031,213.40427708625793,True,vehicle.harley-davidson.low_rider,10.81417465209961
115,1:04:32.079031,213.40427708625793,True,vehicle.harley-davidson.low_rider,11.070613861083984
116,1:04:32.129031,213.40427708625793,True,vehicle.harley-davidson.low_rider,11.404886245727539
117,1:04:32.179031,213.40427708625793,True,vehicle.harley-davidson.low_rider,11.7757568359375
118,1:04:32.229031,213.40427708625793,True,vehicle.harley-davidson.low_rider,12.168474197387695
119,1:04:32.279031,213.40427708625793,True,vehicle.harley-davidson.low_rider,12.57383918762207
120,1:04:32.329031,213.40427708625793,True,vehicle.harley-davidson.low_rider,12.987709999084473
