,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle
0,0:01:46.020229,0.04543352127075195,17.24138069152832,22.675735473632812,False,7.214862082540363e-07,270°  W,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 73.6,  66.4)","(-0.000596,  0.000652)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
1,0:01:46.520229,0.59419846534729,17.006803512573242,17.85714340209961,False,1.4902108930526058e-06,270°  W,"(  0.0,  0.0,  9.8)","( -0.0, -0.0,  0.0)","( 73.6,  66.4)","(-0.000596,  0.000652)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
2,0:01:46.970229,1.1273465156555176,18.050540924072266,21.7391300201416,False,1.3542216107048383e-06,270°  W,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 73.6,  66.4)","(-0.000596,  0.000652)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
3,0:01:47.470229,1.6600110530853271,17.182130813598633,20.32520294189453,False,8.137855180063585e-08,270°  W,"(  0.0,  0.0,  9.8)","( -0.0,  0.0, -0.0)","( 73.6,  66.4)","(-0.000596,  0.000652)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
4,0:01:47.920229,2.2073042392730713,17.182130813598633,17.006803512573242,False,2.6307522124173947e-07,270°  W,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 73.6,  66.4)","(-0.000596,  0.000652)",0 m,17%,0%,N,0.0015039155259728432,Mini Cooper S 2021
5,0:01:48.420229,2.8087427616119385,18.01801872253418,22.935779571533203,False,9.445969645349949e-08,270°  W,"(  0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","( 73.6,  66.4)","(-0.000596,  0.000652)",0 m,43%,0%,N,0.0015039155259728432,Mini Cooper S 2021
6,0:01:48.920229,3.3460464477539062,16.920473098754883,23.20185661315918,False,4.3066319204675914e-07,270°  W,"(  5.2,  0.0,  9.9)","( -0.0,  0.8,  0.0)","( 73.6,  66.4)","(-0.000596,  0.000652)",0 m,62%,0%,N,0.0015039155259728432,Mini Cooper S 2021
7,0:01:49.370229,3.879427671432495,17.85714340209961,19.569473266601562,False,6.823002784337772,270°  W,"(  2.1,  0.0,  9.8)","(  0.0, -0.1,  0.1)","( 73.0,  66.4)","(-0.000596,  0.000647)",0 m,67%,0%,1,0.0015039155259728432,Mini Cooper S 2021
8,0:01:49.820229,4.383409261703491,16.920473098754883,19.30501937866211,False,10.795083495525205,270°  W,"(  2.2,  0.0,  9.8)","( -0.0,  0.0,  0.1)","( 71.8,  66.4)","(-0.000596,  0.000636)",0 m,67%,0%,1,0.0015039155259728432,Mini Cooper S 2021
9,0:01:50.270229,4.909000635147095,18.382352828979492,20.40816307067871,False,14.784354459510697,270°  W,"(  2.7,  0.0,  9.8)","( -0.0,  0.0,  0.1)","( 70.3,  66.3)","(-0.000596,  0.000622)",0 m,67%,0%,1,0.0015039155259728432,Mini Cooper S 2021
10,0:01:50.720229,5.412126064300537,17.48251724243164,19.30501937866211,False,18.63293007512325,270°  W,"(  1.4,  0.0,  9.7)","( -0.0, -0.2,  0.2)","( 68.1,  66.3)","(-0.000596,  0.000603)",0 m,66%,0%,1,0.0015039155259728432,Mini Cooper S 2021
