,Sim_time,Rec_time,Autopilot,Event
0,0:02:42.900157,18.789742708206177,False,Crossed line 'Solid'
1,0:02:43.278467,19.301653146743774,False,Crossed line 'Solid'
2,0:02:44.415681,20.320865392684937,False,Crossed line 'Solid'
3,0:02:45.138001,21.33435606956482,False,Crossed line 'Solid'
4,0:02:51.756951,27.57426881790161,False,Crossed line 'Solid'
5,0:02:52.089030,28.075945615768433,False,Crossed line 'Solid'
6,0:02:52.635678,28.595008850097656,False,Crossed line 'Solid'
7,0:02:52.928971,29.108102321624756,False,Crossed line 'Solid'
8,0:02:56.804583,32.730255365371704,False,Crossed line 'Solid'
9,0:02:57.073618,33.235525131225586,False,Crossed line 'Solid'
10,0:02:58.292829,34.246554374694824,False,Crossed line 'Solid'
11,0:02:59.042120,35.26755142211914,False,Crossed line 'Solid'
12,0:03:10.622489,46.742722034454346,False,Crossed line 'Broken'
13,0:03:10.650122,46.742722034454346,False,Crossed line 'Broken'
14,0:03:10.886465,46.742722034454346,False,Crossed line 'Broken'
15,0:03:10.920405,46.742722034454346,False,Crossed line 'Broken'
16,0:03:11.151790,47.25566077232361,False,Crossed line 'Broken'
17,0:03:11.176891,47.25566077232361,False,Crossed line 'Broken'
18,0:03:11.453253,47.25566077232361,False,Crossed line 'Broken'
19,0:03:12.370302,48.29036569595337,False,Crossed line 'SolidSolid'
20,0:03:12.835029,48.80956554412842,False,Crossed line 'SolidSolid'
21,0:03:12.894414,48.80956554412842,False,Crossed line 'SolidSolid'
22,0:03:12.992312,48.80956554412842,False,Crossed line 'SolidSolid'
23,0:03:13.087510,49.32129621505737,False,Crossed line 'SolidSolid'
24,0:03:13.144381,49.32129621505737,False,Crossed line 'Broken'
25,0:03:17.241473,53.44534349441528,False,Crossed line 'Broken'
26,0:03:17.520196,53.44534349441528,False,Crossed line 'Broken'
27,0:03:21.227577,57.02538442611694,False,Crossed line 'Broken'
28,0:03:21.500358,57.569878578186035,False,Crossed line 'Broken'
