,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle
0,0:04:10.835088,0.027144432067871094,33.11258316040039,41.15226364135742,False,3.4679030154334203e-06,270°  W,"(  0.0,  0.0,  9.8)","( -0.0, -0.0, -0.0)","(-145.4, -11.9)","( 0.000107, -0.001316)",0 m,0%,0%,N,-0.0015156649751588702,Mini Cooper S 2021
1,0:04:11.585088,0.5340378284454346,33.33333206176758,33.33333206176758,False,1.7829856686911323e-07,270°  W,"(  0.0,  0.0,  9.8)","( -0.0,  0.0, -0.0)","(-145.4, -11.9)","( 0.000107, -0.001316)",0 m,0%,0%,N,-0.0015156649751588702,Mini Cooper S 2021
2,0:04:12.435088,1.0395336151123047,32.894737243652344,43.4782600402832,False,2.577009733985543e-06,270°  W,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","(-145.4, -11.9)","( 0.000107, -0.001316)",0 m,0%,0%,N,-0.0015156649751588702,Mini Cooper S 2021
3,0:04:13.185088,1.5522162914276123,30.76923179626465,33.557044982910156,False,5.245919201949708e-07,270°  W,"(  0.0,  0.0,  9.8)","( -0.0,  0.0, -0.0)","(-145.4, -11.9)","( 0.000107, -0.001316)",0 m,0%,0%,N,-0.0015156649751588702,Mini Cooper S 2021
4,0:04:14.035088,2.0561726093292236,30.1204833984375,36.630035400390625,False,2.2828546294899816e-07,270°  W,"(  0.0,  0.0,  9.8)","( -0.0,  0.0, -0.0)","(-145.4, -11.9)","( 0.000107, -0.001316)",0 m,0%,0%,N,-0.0015156649751588702,Mini Cooper S 2021
5,0:04:14.835088,2.5576932430267334,34.12969207763672,30.21148109436035,False,1.5456842221837257e-06,270°  W,"(  0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","(-145.4, -11.9)","( 0.000107, -0.001316)",0 m,78%,0%,N,-0.0015156649751588702,Mini Cooper S 2021
6,0:04:15.635088,3.07080078125,29.239765167236328,30.58104133605957,False,9.606585651805979,270°  W,"(  5.0, -0.0,  9.8)","( -0.0,  0.0,  0.4)","(-146.3, -11.9)","( 0.000107, -0.001323)",0 m,98%,0%,1,-0.0015156649751588702,Mini Cooper S 2021
7,0:04:16.385088,3.5981948375701904,29.15452003479004,38.91050720214844,False,19.989716958308,270°  W,"(  5.9,  0.0,  9.9)","(  0.0,  0.9,  0.1)","(-149.9, -11.9)","( 0.000107, -0.001355)",0 m,98%,0%,N,-0.0015156649751588702,Mini Cooper S 2021
8,0:04:17.135088,4.110323429107666,27.322404861450195,35.335689544677734,False,36.96188773087517,269° SW,"(  4.5, -0.1,  9.8)","(  0.0, -0.1, -0.3)","(-156.3, -11.8)","( 0.000106, -0.001413)",0 m,95%,0%,2,-0.0015156649751588702,Mini Cooper S 2021
9,0:04:17.885088,4.615105867385864,31.74603271484375,38.61003875732422,False,47.89839113446856,269° SW,"(  2.7, -0.1,  9.8)","( -0.1, -0.2, -0.4)","(-165.4, -11.7)","( 0.000105, -0.001495)",0 m,71%,0%,2,-0.0015156649751588702,Mini Cooper S 2021
10,0:04:18.685088,5.1191184520721436,32.57328796386719,31.54574203491211,False,54.03275586214753,269° SW,"(  2.4, -0.1,  9.8)","( -0.1,  0.1, -0.4)","(-176.8, -11.5)","( 0.000103, -0.001597)",0 m,81%,0%,2,-0.0015156649751588702,Mini Cooper S 2021
11,0:04:19.335088,5.619939088821411,30.030029296875,29.6735897064209,False,60.18581195280904,269° SW,"(  5.4, -0.1,  9.8)","(  0.0,  0.3, -0.5)","(-188.0, -11.3)","( 0.000102, -0.001697)",0 m,82%,0%,3,-0.0015156649751588702,Mini Cooper S 2021
