,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
0,0:35:38.326832,0.0746455192565918,15.174507141113281,15.128592491149902,False,0.0006428507436519604,358° NW,"(  0.0, -0.1,  9.8)","(  0.0,  0.0,  1.0)","( 108.9,  44.4)","(-0.000390,  0.000978)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
1,0:35:38.726832,0.6098611354827881,14.70588207244873,11.160714149475098,False,0.000659266614024267,358° NW,"( -0.0, -0.1,  9.8)","(  0.0,  0.0,  1.0)","( 108.9,  44.4)","(-0.000390,  0.000978)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
2,0:35:39.126832,1.1215271949768066,15.197568893432617,15.527950286865234,False,0.0006495827087522627,358° NW,"(  0.0, -0.1,  9.8)","(  0.0,  0.0,  1.0)","( 108.9,  44.4)","(-0.000390,  0.000978)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
3,0:35:39.526832,1.626598834991455,15.197568893432617,15.290520668029785,False,0.0006470467068522828,358° NW,"( -0.0, -0.1,  9.8)","(  0.0,  0.0,  1.0)","( 108.9,  44.4)","(-0.000390,  0.000978)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
4,0:35:40.026832,2.1590609550476074,16.103059768676758,19.230770111083984,False,0.0006494156092072182,358° NW,"( -0.0, -0.1,  9.8)","(  0.0,  0.0,  1.0)","( 108.9,  44.4)","(-0.000390,  0.000978)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
5,0:35:40.526832,2.6827280521392822,19.267822265625,18.726593017578125,False,0.0006389800895941504,358° NW,"(  0.0, -0.1,  9.8)","(  0.0,  0.0,  1.0)","( 108.9,  44.4)","(-0.000390,  0.000978)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
6,0:35:41.076832,3.206224203109741,19.04762077331543,21.231422424316406,False,0.033867772413802275,358° NW,"( -0.0,  0.2,  9.8)","( -0.0,  0.0, -2.2)","( 108.9,  44.4)","(-0.000390,  0.000978)",0 m,64%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
7,0:35:41.626832,3.754446029663086,21.052631378173828,23.31002426147461,False,5.164053404575341,358° NW,"(  4.0, -0.3,  9.8)","(  0.1,  0.1, -1.1)","( 108.9,  44.0)","(-0.000386,  0.000978)",0 m,91%,0%,1,-0.031798332929611206,Mini Cooper S 2021,Hard Rain Noon
8,0:35:42.126832,4.265065431594849,18.382352828979492,18.450183868408203,False,13.62690680337808,356° NW,"(  5.8, -0.8,  9.8)","(  0.1,  0.1, -8.2)","( 108.8,  42.6)","(-0.000374,  0.000976)",0 m,97%,0%,1,-0.0975353941321373,Mini Cooper S 2021,Hard Rain Noon
9,0:35:42.676832,4.801144361495972,21.32196044921875,21.0970458984375,False,20.134447549060773,351° NW,"(  3.3, -1.0,  9.9)","(  0.1,  0.6,-12.5)","( 108.3,  39.8)","(-0.000348,  0.000971)",0 m,97%,0%,N,-0.09105778485536575,Mini Cooper S 2021,Hard Rain Noon
10,0:35:43.176832,5.328134298324585,18.621973037719727,18.76172637939453,False,33.36722724982846,344° NW,"(  4.8, -1.1,  9.8)","( -0.0, -0.1,-12.1)","( 107.2,  35.9)","(-0.000314,  0.000961)",0 m,97%,0%,2,-0.05016804486513138,Mini Cooper S 2021,Hard Rain Noon
11,0:35:43.726832,5.861227512359619,20.703933715820312,20.40816307067871,False,41.794184106966746,338° NW,"(  4.4, -3.7,  9.8)","(  0.4, -0.1,-17.5)","( 105.3,  30.4)","(-0.000265,  0.000942)",0 m,97%,0%,2,-0.0878409817814827,Mini Cooper S 2021,Hard Rain Noon
12,0:35:44.276832,6.38551139831543,20.44989776611328,21.008403778076172,False,23.163532618539485,322° NW,"(  7.0, -1.4, 10.2)","( -3.5, -1.4,-14.7)","( 103.5,  27.5)","(-0.000240,  0.000924)",0 m,97%,0%,2,-0.1040756031870842,Mini Cooper S 2021,Hard Rain Noon
13,0:35:44.826832,6.89441990852356,21.41327667236328,21.231422424316406,False,20.959900054824555,312° NW,"(  2.7, -1.7,  9.3)","(  3.8,  3.8,-16.7)","( 101.3,  25.3)","(-0.000221,  0.000902)",0 m,97%,0%,2,-0.1040756031870842,Mini Cooper S 2021,Hard Rain Noon
14,0:35:45.376832,7.427608251571655,21.5053768157959,21.32196044921875,False,16.471990374662514,297° NW,"( -9.0,  3.2, 10.7)","( -2.3,  1.4, -5.7)","( 99.0,  23.7)","(-0.000209,  0.000881)",0 m,97%,0%,2,-0.05016804486513138,Mini Cooper S 2021,Hard Rain Noon
15,0:35:45.926832,7.935137748718262,20.40816307067871,20.491802215576172,False,6.32346176268029,294° NW,"( -0.9, -0.9,  4.2)","( 18.2,  7.1,  4.7)","( 97.7,  22.9)","(-0.000201,  0.000871)",0 m,0%,0%,1,0.11067035794258118,Mini Cooper S 2021,Hard Rain Noon
16,0:35:46.476832,8.441792249679565,22.026432037353516,21.929824829101562,False,5.063676613618117,297° NW,"( -1.6,  0.1,  9.8)","( -0.1, -0.3,  3.8)","( 96.9,  22.5)","(-0.000198,  0.000863)",0 m,1%,0%,1,0.18941646814346313,Mini Cooper S 2021,Hard Rain Noon
17,0:35:47.026832,8.958452224731445,21.7864933013916,21.5053768157959,False,5.98807955545892,300° NW,"(  2.7,  0.6,  9.8)","( -0.1,  0.1,  7.3)","( 96.2,  22.0)","(-0.000193,  0.000857)",0 m,84%,0%,1,0.2094155102968216,Mini Cooper S 2021,Hard Rain Noon
18,0:35:47.576832,9.460306882858276,21.32196044921875,21.5053768157959,False,14.15139524214259,306° NW,"(  5.5,  1.3,  9.8)","( -0.2,  0.1, 16.1)","( 95.1,  21.0)","(-0.000183,  0.000847)",0 m,96%,0%,1,0.18941646814346313,Mini Cooper S 2021,Hard Rain Noon
19,0:35:48.126832,9.979928016662598,21.645021438598633,21.7391300201416,False,19.76522443175343,313° NW,"(  8.7, -0.8, 10.0)","(  0.1,  0.8,  0.8)","( 93.0,  19.0)","(-0.000165,  0.000829)",0 m,92%,0%,2,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
20,0:35:48.676832,10.51399278640747,20.83333396911621,20.491802215576172,False,27.671723986469985,308° NW,"( -1.8, -0.8,  9.8)","( -0.3, -0.3,-10.6)","( 89.8,  16.4)","(-0.000142,  0.000800)",0 m,0%,0%,2,-0.05944935232400894,Mini Cooper S 2021,Hard Rain Noon
21,0:35:49.176832,11.018559455871582,19.45525360107422,20.242916107177734,False,17.103131398788396,306° NW,"( -5.9,  0.0,  9.8)","(  0.0,  0.1,  0.1)","( 87.3,  14.6)","(-0.000126,  0.000777)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Hard Rain Noon
