,Sim_time,Rec_time,Event,Intensity
0,0:02:00.681875,98.10945200920105,Collision with 'Vehicle',10017.20703125
1,0:02:00.848947,98.10945200920105,Collision with 'Vehicle',864.68505859375
2,0:02:00.848947,98.10945200920105,Collision with 'Vehicle',749.4744262695312
3,0:02:00.962928,98.10945200920105,Collision with 'Vehicle',226.77008056640625
4,0:02:00.962928,98.10945200920105,Collision with 'Vehicle',193.13528442382812
5,0:02:00.962928,98.10945200920105,Collision with 'Vehicle',180.0995635986328
6,0:02:00.962928,98.10945200920105,Collision with 'Vehicle',212.18606567382812
7,0:02:00.962928,98.10945200920105,Collision with 'Vehicle',205.82669067382812
8,0:02:01.008093,98.10945200920105,Collision with 'Vehicle',170.26768493652344
9,0:02:01.008093,98.10945200920105,Collision with 'Vehicle',227.2493896484375
10,0:02:01.083617,98.10945200920105,Collision with 'Vehicle',156.19537353515625
11,0:02:01.083617,98.10945200920105,Collision with 'Vehicle',146.12147521972656
12,0:02:01.083617,98.64142513275146,Collision with 'Vehicle',50.59231948852539
13,0:02:01.083617,98.64142513275146,Collision with 'Vehicle',26.408714294433594
14,0:02:01.176589,98.64142513275146,Collision with 'Vehicle',77.99857330322266
15,0:02:01.207291,98.64142513275146,Collision with 'Vehicle',159.00852966308594
16,0:02:01.207291,98.64142513275146,Collision with 'Vehicle',180.4906768798828
17,0:02:01.252556,98.64142513275146,Collision with 'Vehicle',124.7558822631836
18,0:02:01.252556,98.64142513275146,Collision with 'Vehicle',130.6004638671875
19,0:02:01.252556,98.64142513275146,Collision with 'Vehicle',160.01126098632812
20,0:02:01.252556,98.64142513275146,Collision with 'Vehicle',165.5279083251953
21,0:02:01.313161,98.64142513275146,Collision with 'Vehicle',178.96888732910156
22,0:02:01.313161,98.64142513275146,Collision with 'Vehicle',121.7666244506836
23,0:02:01.346972,98.64142513275146,Collision with 'Vehicle',79.80502319335938
24,0:02:01.346972,98.64142513275146,Collision with 'Vehicle',185.08497619628906
25,0:02:01.382881,98.64142513275146,Collision with 'Vehicle',124.76869201660156
26,0:02:01.382881,98.64142513275146,Collision with 'Vehicle',133.7368621826172
27,0:02:01.417719,98.64142513275146,Collision with 'Vehicle',141.00592041015625
28,0:02:01.417719,98.64142513275146,Collision with 'Vehicle',126.78382873535156
29,0:02:01.417719,98.64142513275146,Collision with 'Vehicle',142.2858123779297
30,0:02:01.417719,98.64142513275146,Collision with 'Vehicle',134.61277770996094
31,0:02:01.417719,98.64142513275146,Collision with 'Vehicle',128.74844360351562
32,0:02:01.463395,98.64142513275146,Collision with 'Vehicle',139.289306640625
33,0:02:01.463395,98.64142513275146,Collision with 'Vehicle',127.50785064697266
34,0:02:01.463395,98.64142513275146,Collision with 'Vehicle',112.78597259521484
35,0:02:01.463395,98.64142513275146,Collision with 'Vehicle',116.50931549072266
36,0:02:01.532899,98.64142513275146,Collision with 'Vehicle',124.14300537109375
37,0:02:01.532899,98.64142513275146,Collision with 'Vehicle',125.04928588867188
38,0:02:01.570745,98.64142513275146,Collision with 'Vehicle',138.4373779296875
39,0:02:01.570745,98.64142513275146,Collision with 'Vehicle',101.9053726196289
40,0:02:01.570745,98.64142513275146,Collision with 'Vehicle',82.78079223632812
41,0:02:01.570745,98.64142513275146,Collision with 'Vehicle',97.51970672607422
42,0:02:01.570745,98.64142513275146,Collision with 'Vehicle',120.0763168334961
43,0:02:01.570745,98.64142513275146,Collision with 'Vehicle',121.34661865234375
44,0:02:01.623106,98.64142513275146,Collision with 'Vehicle',44.92357635498047
45,0:02:01.623106,98.64142513275146,Collision with 'Vehicle',80.83341979980469
46,0:02:01.623106,99.15320014953613,Collision with 'Vehicle',35.29762268066406
47,0:02:01.623106,99.15320014953613,Collision with 'Vehicle',73.51619720458984
48,0:02:01.689303,99.15320014953613,Collision with 'Vehicle',38.947418212890625
49,0:02:01.689303,99.15320014953613,Collision with 'Vehicle',105.84536743164062
50,0:02:01.732767,99.15320014953613,Collision with 'Vehicle',32.458984375
51,0:02:01.732767,99.15320014953613,Collision with 'Vehicle',43.190731048583984
52,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',42.786102294921875
53,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',124.60784912109375
54,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',22.907001495361328
55,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',40.351383209228516
56,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',96.90436553955078
57,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',19.754772186279297
58,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',36.69100570678711
59,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',69.27982330322266
60,0:02:01.772748,99.15320014953613,Collision with 'Vehicle',37.85066604614258
61,0:02:01.856695,99.15320014953613,Collision with 'Vehicle',24.277347564697266
62,0:02:01.856695,99.15320014953613,Collision with 'Vehicle',93.85177612304688
63,0:02:01.856695,99.15320014953613,Collision with 'Vehicle',36.31681442260742
64,0:02:01.885226,99.15320014953613,Collision with 'Vehicle',42.96006774902344
65,0:02:01.885226,99.15320014953613,Collision with 'Vehicle',33.980594635009766
66,0:02:01.885226,99.15320014953613,Collision with 'Vehicle',73.86754608154297
67,0:02:01.885226,99.15320014953613,Collision with 'Vehicle',11.704155921936035
68,0:02:01.885226,99.15320014953613,Collision with 'Vehicle',31.20549774169922
69,0:02:01.981229,99.15320014953613,Collision with 'Vehicle',50.53570556640625
70,0:02:01.981229,99.15320014953613,Collision with 'Vehicle',82.99061584472656
71,0:02:02.034666,99.15320014953613,Collision with 'Vehicle',8.904678344726562
72,0:02:02.034666,99.15320014953613,Collision with 'Vehicle',60.3387451171875
73,0:02:02.065676,99.15320014953613,Collision with 'Vehicle',22.587324142456055
74,0:02:02.065676,99.15320014953613,Collision with 'Vehicle',31.29994773864746
75,0:02:02.097202,99.15320014953613,Collision with 'Vehicle',37.42230224609375
76,0:02:02.097202,99.15320014953613,Collision with 'Vehicle',29.11931800842285
77,0:02:02.136051,99.15320014953613,Collision with 'Vehicle',49.35017013549805
78,0:02:02.136051,99.67233037948608,Collision with 'Vehicle',25.809783935546875
79,0:02:02.136051,99.67233037948608,Collision with 'Vehicle',6.305762767791748
80,0:02:02.136051,99.67233037948608,Collision with 'Vehicle',19.62327766418457
81,0:02:02.217417,99.67233037948608,Collision with 'Vehicle',25.484670639038086
82,0:02:02.217417,99.67233037948608,Collision with 'Vehicle',28.144887924194336
83,0:02:02.247849,99.67233037948608,Collision with 'Vehicle',13.344740867614746
84,0:02:02.247849,99.67233037948608,Collision with 'Vehicle',16.792861938476562
85,0:02:02.296797,99.67233037948608,Collision with 'Vehicle',21.0806827545166
86,0:02:02.296797,99.67233037948608,Collision with 'Vehicle',92.54387664794922
87,0:02:02.332189,99.67233037948608,Collision with 'Vehicle',8.434452056884766
88,0:02:02.332189,99.67233037948608,Collision with 'Vehicle',14.361913681030273
89,0:02:02.364336,99.67233037948608,Collision with 'Vehicle',44.31977844238281
90,0:02:02.364336,99.67233037948608,Collision with 'Vehicle',28.984039306640625
91,0:02:02.364336,99.67233037948608,Collision with 'Vehicle',14.705175399780273
92,0:02:02.416453,99.67233037948608,Collision with 'Vehicle',74.54390716552734
93,0:02:02.416453,99.67233037948608,Collision with 'Vehicle',28.956266403198242
94,0:02:02.416453,99.67233037948608,Collision with 'Vehicle',83.19268035888672
95,0:02:02.416453,99.67233037948608,Collision with 'Vehicle',13.372220039367676
96,0:02:02.416453,99.67233037948608,Collision with 'Vehicle',35.57301712036133
97,0:02:02.487433,99.67233037948608,Collision with 'Vehicle',68.68519592285156
98,0:02:02.487433,99.67233037948608,Collision with 'Vehicle',19.923587799072266
99,0:02:02.518334,99.67233037948608,Collision with 'Vehicle',81.10792541503906
100,0:02:02.518334,99.67233037948608,Collision with 'Vehicle',50.48048782348633
101,0:02:02.518334,99.67233037948608,Collision with 'Vehicle',25.430402755737305
102,0:02:02.518334,99.67233037948608,Collision with 'Vehicle',85.3913345336914
103,0:02:02.518334,99.67233037948608,Collision with 'Vehicle',37.2049446105957
104,0:02:02.518334,99.67233037948608,Collision with 'Vehicle',94.5653076171875
105,0:02:02.607189,99.67233037948608,Collision with 'Vehicle',88.65763854980469
106,0:02:02.607189,99.67233037948608,Collision with 'Vehicle',26.701566696166992
107,0:02:02.607189,99.67233037948608,Collision with 'Vehicle',89.32167053222656
108,0:02:02.641432,99.67233037948608,Collision with 'Vehicle',21.597980499267578
109,0:02:02.641432,100.17577815055847,Collision with 'Vehicle',93.25563049316406
110,0:02:02.641432,100.17577815055847,Collision with 'Vehicle',95.84517669677734
111,0:02:02.715292,100.17577815055847,Collision with 'Vehicle',90.10753631591797
112,0:02:02.715292,100.17577815055847,Collision with 'Vehicle',94.56599426269531
113,0:02:02.747423,100.17577815055847,Collision with 'Vehicle',84.80648040771484
114,0:02:02.747423,100.17577815055847,Collision with 'Vehicle',77.42630004882812
115,0:02:02.781384,100.17577815055847,Collision with 'Vehicle',91.00648498535156
116,0:02:02.781384,100.17577815055847,Collision with 'Vehicle',6.298231601715088
117,0:02:02.827756,100.17577815055847,Collision with 'Vehicle',38.26197052001953
118,0:02:02.827756,100.17577815055847,Collision with 'Vehicle',123.35017395019531
119,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',92.39607238769531
120,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',86.20097351074219
121,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',57.9959716796875
122,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',72.42728424072266
123,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',85.7736587524414
124,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',97.39835357666016
125,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',101.78997039794922
126,0:02:02.866795,100.17577815055847,Collision with 'Vehicle',49.80689239501953
