,Sim_time,Rec_time,Obstacle_Detected,Distance_from_Obstacle
0,0:00:28.001485,5.223952531814575,traffic.traffic_light,21.566030502319336
1,0:00:28.041305,5.223952531814575,traffic.traffic_light,20.930646896362305
2,0:00:28.041305,5.223952531814575,traffic.traffic_light,20.60528564453125
3,0:00:28.130732,5.223952531814575,traffic.traffic_light,20.377609252929688
4,0:00:28.166703,5.223952531814575,traffic.traffic_light,20.170581817626953
5,0:00:28.166703,5.223952531814575,traffic.traffic_light,20.01449966430664
6,0:00:28.239465,5.739916086196899,traffic.traffic_light,19.873577117919922
7,0:00:28.273528,5.739916086196899,traffic.traffic_light,19.69759178161621
8,0:00:28.319712,5.739916086196899,traffic.traffic_light,19.539457321166992
9,0:00:28.363544,5.739916086196899,traffic.traffic_light,19.43781280517578
10,0:00:28.391975,5.739916086196899,traffic.traffic_light,19.323211669921875
11,0:00:28.391975,5.739916086196899,traffic.traffic_light,19.160287857055664
12,0:00:28.464443,5.739916086196899,traffic.traffic_light,19.02303695678711
13,0:00:28.496548,5.739916086196899,traffic.traffic_light,18.86235809326172
14,0:00:28.531663,5.739916086196899,traffic.traffic_light,18.61127471923828
15,0:00:28.584496,5.739916086196899,traffic.traffic_light,18.408042907714844
16,0:00:28.623145,5.739916086196899,traffic.traffic_light,18.101594924926758
17,0:00:28.675219,5.739916086196899,traffic.traffic_light,17.907289505004883
18,0:00:28.706212,5.739916086196899,traffic.traffic_light,17.492961883544922
19,0:00:28.706212,6.277744293212891,traffic.traffic_light,17.293415069580078
20,0:00:28.706212,6.277744293212891,traffic.traffic_light,17.118770599365234
21,0:00:28.850876,6.277744293212891,traffic.traffic_light,16.956090927124023
22,0:00:28.892561,6.277744293212891,traffic.traffic_light,16.878814697265625
23,0:00:28.919223,6.277744293212891,traffic.traffic_light,16.822114944458008
24,0:00:28.955706,6.277744293212891,traffic.traffic_light,16.86067008972168
25,0:00:28.989515,6.277744293212891,traffic.traffic_light,17.152036666870117
26,0:01:28.055079,65.15230107307434,traffic.traffic_light,28.611774444580078
27,0:01:28.311752,65.67578673362732,static.static,23.328449249267578
28,0:01:28.311752,65.67578673362732,static.static,21.885055541992188
29,0:01:28.406221,65.67578673362732,static.static,21.508525848388672
30,0:01:28.459934,65.67578673362732,static.static,23.898576736450195
31,0:01:29.889511,67.26564979553223,static.static,14.62743854522705
32,0:01:29.929235,67.26564979553223,static.static,12.878373146057129
33,0:01:29.929235,67.26564979553223,static.static,11.105446815490723
34,0:01:30.040617,67.26564979553223,static.static,10.345633506774902
35,0:01:30.135815,67.26564979553223,static.static,10.287766456604004
36,0:01:30.135815,67.26564979553223,static.static,10.108874320983887
37,0:01:30.195005,67.26564979553223,static.static,10.249584197998047
38,0:01:30.242811,67.26564979553223,static.static,10.673306465148926
39,0:01:30.281971,67.77828025817871,static.static,12.204070091247559
40,0:01:30.733427,67.77828025817871,traffic.traffic_light,14.640702247619629
41,0:01:30.771529,68.27882099151611,traffic.traffic_light,13.959412574768066
42,0:01:31.370603,68.7903082370758,traffic.traffic_light,28.86367416381836
43,0:01:31.407783,68.7903082370758,traffic.traffic_light,28.3198299407959
44,0:01:31.734066,68.7903082370758,traffic.traffic_light,23.77875518798828
45,0:01:31.816336,69.31462240219116,traffic.traffic_light,22.232093811035156
46,0:01:31.860996,69.31462240219116,traffic.traffic_light,21.542356491088867
47,0:01:31.892616,69.31462240219116,traffic.traffic_light,21.1522159576416
48,0:01:40.523795,77.68014717102051,traffic.traffic_light,23.375774383544922
49,0:01:40.567041,77.68014717102051,traffic.traffic_light,21.949935913085938
50,0:01:40.567041,77.68014717102051,traffic.traffic_light,21.66092300415039
51,0:01:49.044376,86.54890656471252,traffic.traffic_light,13.579023361206055
52,0:01:49.088675,86.54890656471252,traffic.traffic_light,12.803585052490234
53,0:01:49.136244,86.54890656471252,traffic.traffic_light,12.34371566772461
54,0:01:49.136244,86.54890656471252,traffic.traffic_light,11.97569465637207
55,0:01:49.224211,86.54890656471252,traffic.traffic_light,11.60218620300293
56,0:01:49.270099,86.54890656471252,traffic.traffic_light,11.215429306030273
57,0:01:49.323863,86.54890656471252,traffic.traffic_light,11.051344871520996
58,0:01:49.359003,86.54890656471252,traffic.traffic_light,10.979220390319824
59,0:01:51.574757,88.6890435218811,static.building,23.932233810424805
60,0:01:51.648253,88.6890435218811,static.building,23.82430648803711
61,0:01:51.696159,89.19538307189941,static.building,24.110492706298828
62,0:01:51.727415,89.19538307189941,static.building,24.770263671875
63,0:01:51.768640,89.19538307189941,static.building,25.528657913208008
64,0:01:51.817651,89.19538307189941,static.building,26.280221939086914
65,0:01:51.817651,89.19538307189941,static.building,27.468250274658203
66,0:01:51.900133,89.19538307189941,static.building,29.034826278686523
67,0:01:57.007173,94.41636824607849,static.pole,22.96491050720215
68,0:01:57.465943,94.9673981666565,static.pole,29.489728927612305
69,0:01:57.512029,94.9673981666565,static.pole,28.38406753540039
70,0:01:57.632144,94.9673981666565,static.building,29.205860137939453
71,0:01:57.661602,94.9673981666565,static.building,26.782838821411133
72,0:01:57.717226,94.9673981666565,static.building,25.031309127807617
73,0:01:57.766552,94.9673981666565,static.building,23.9783878326416
74,0:01:57.803015,94.9673981666565,static.building,22.93496322631836
75,0:01:57.876999,94.9673981666565,static.building,22.270193099975586
76,0:01:57.876999,94.9673981666565,static.building,21.361692428588867
77,0:02:00.111740,97.58069586753845,static.pole,28.692354202270508
78,0:02:00.203832,97.58069586753845,static.pole,28.064586639404297
79,0:02:00.245777,97.58069586753845,static.pole,27.605178833007812
80,0:02:00.286222,97.58069586753845,static.pole,27.17768096923828
81,0:02:00.329259,97.58069586753845,static.pole,26.814434051513672
82,0:02:00.367842,97.58069586753845,static.pole,26.493494033813477
83,0:02:00.404981,97.58069586753845,static.pole,26.133634567260742
84,0:02:00.404981,97.58069586753845,static.pole,25.931434631347656
85,0:02:00.482956,97.58069586753845,static.pole,25.726280212402344
86,0:02:00.518121,97.58069586753845,static.pole,25.536466598510742
87,0:02:04.177650,101.23403453826904,static.building,19.256994247436523
88,0:02:04.250668,101.75230264663696,static.building,18.5205135345459
89,0:02:04.284858,101.75230264663696,static.building,18.690792083740234
90,0:02:04.284858,101.75230264663696,static.building,19.21898651123047
91,0:02:04.364919,101.75230264663696,static.building,19.92084312438965
92,0:02:04.401281,101.75230264663696,static.building,20.7242488861084
93,0:02:04.442835,101.75230264663696,static.building,20.982336044311523
94,0:02:04.442835,101.75230264663696,static.building,21.14101791381836
95,0:02:04.523466,101.75230264663696,static.building,21.24298667907715
96,0:02:04.558528,101.75230264663696,static.building,21.3158016204834
97,0:02:04.594334,101.75230264663696,static.building,20.934968948364258
98,0:02:04.625713,101.75230264663696,static.building,20.76767349243164
99,0:02:04.625713,101.75230264663696,static.building,20.707643508911133
100,0:02:04.698969,101.75230264663696,static.building,20.691129684448242
101,0:02:04.698969,101.75230264663696,static.building,20.68874740600586
102,0:02:04.777893,102.2859787940979,static.building,20.688610076904297
103,0:02:04.816090,102.2859787940979,static.building,20.685379028320312
104,0:02:04.848414,102.2859787940979,static.building,20.679338455200195
105,0:02:04.884834,102.2859787940979,static.building,20.672691345214844
106,0:02:04.884834,102.2859787940979,static.building,20.670412063598633
107,0:02:04.958649,102.2859787940979,static.building,20.669652938842773
108,0:02:04.958649,102.2859787940979,static.building,20.669448852539062
109,0:02:05.059403,102.2859787940979,static.building,20.669536590576172
110,0:02:05.105808,102.2859787940979,static.building,20.670757293701172
111,0:02:05.144246,102.2859787940979,static.building,20.6744327545166
112,0:02:05.181550,102.2859787940979,static.building,20.672931671142578
113,0:02:05.219800,102.2859787940979,static.building,20.675281524658203
114,0:02:05.258195,102.2859787940979,static.building,20.674842834472656
115,0:02:05.258195,102.79526162147522,static.building,20.677236557006836
116,0:02:05.323838,102.79526162147522,static.building,20.67840003967285
117,0:02:05.360504,102.79526162147522,static.building,20.683778762817383
118,0:02:05.392477,102.79526162147522,static.building,20.70682144165039
119,0:02:05.431533,102.79526162147522,static.building,20.757776260375977
120,0:02:05.471877,102.79526162147522,static.building,20.831653594970703
121,0:02:05.471877,102.79526162147522,static.building,21.333826065063477
122,0:02:05.541920,102.79526162147522,static.building,21.32278823852539
123,0:02:05.574841,102.79526162147522,static.building,21.30799102783203
124,0:02:05.574841,102.79526162147522,static.building,21.296552658081055
125,0:02:05.659650,102.79526162147522,static.building,21.291566848754883
126,0:02:05.693652,102.79526162147522,static.building,21.290922164916992
127,0:02:05.693652,102.79526162147522,static.building,21.300588607788086
128,0:02:05.793450,102.79526162147522,static.building,21.314918518066406
129,0:02:05.824895,103.32402038574219,static.building,21.339282989501953
130,0:02:05.824895,103.32402038574219,static.building,21.246950149536133
131,0:02:05.892526,103.32402038574219,static.building,21.011062622070312
132,0:02:05.892526,103.32402038574219,static.building,20.888015747070312
133,0:02:05.965182,103.32402038574219,static.building,20.90728759765625
134,0:02:06.021913,103.32402038574219,static.building,21.00786590576172
135,0:02:06.066460,103.32402038574219,static.building,21.159109115600586
136,0:02:06.120712,103.32402038574219,static.building,21.265085220336914
137,0:02:06.152975,103.32402038574219,static.building,21.441598892211914
