,Sim_time,Rec_time,Autopilot,Event
0,0:02:59.994621,19.906405925750732,False,Crossed line 'Broken'
1,0:03:00.235866,20.410146474838257,False,Crossed line 'Broken'
2,0:03:02.120559,21.986048460006714,False,Crossed line 'Broken'
3,0:03:02.305562,22.499160051345825,False,Crossed line 'Broken'
4,0:03:10.253374,30.274190187454224,False,Crossed line 'Broken'
5,0:03:10.352134,30.274190187454224,False,Crossed line 'Broken'
6,0:03:10.911171,30.78959846496582,False,Crossed line 'Broken'
7,0:03:11.053414,31.298040866851807,False,Crossed line 'Broken'
8,0:03:59.856182,79.68858671188354,False,Crossed line 'Broken'
9,0:04:00.062140,80.20816349983215,False,Crossed line 'Broken'
10,0:04:02.476844,82.33898329734802,True,Crossed line 'Broken'
11,0:04:02.740086,82.85873460769653,True,Crossed line 'Broken'
12,0:04:02.931319,82.85873460769653,True,Crossed line 'Solid'
13,0:04:03.126016,83.35944390296936,True,Crossed line 'Broken' and 'Solid'
14,0:04:10.050328,90.28055810928345,True,Crossed line 'Broken'
15,0:04:20.374178,100.2878885269165,False,Crossed line 'Broken'
16,0:04:20.631028,100.80249500274658,False,Crossed line 'Solid'
17,0:04:20.730633,100.80249500274658,False,Crossed line 'Broken'
18,0:04:20.936361,100.80249500274658,False,Crossed line 'Solid'
19,0:04:25.839541,106.04981184005737,True,Crossed line 'Broken'
20,0:04:26.363754,106.59167122840881,True,Crossed line 'Broken'
21,0:04:26.881396,107.11248755455017,True,Crossed line 'Broken'
22,0:04:27.535772,107.65640997886658,True,Crossed line 'Broken'
23,0:04:35.847206,115.6149389743805,False,Crossed line 'Broken'
24,0:04:36.246263,116.14445114135742,False,Crossed line 'Broken'
25,0:04:36.278786,116.14445114135742,False,Crossed line 'Broken'
26,0:04:36.665461,116.67064189910889,False,Crossed line 'Broken'
27,0:04:37.137055,117.19864416122437,False,Crossed line 'Broken'
28,0:04:37.391270,117.19864416122437,False,Crossed line 'Broken'
29,0:04:37.426209,117.19864416122437,False,Crossed line 'Broken'
30,0:04:38.123191,118.22925639152527,False,Crossed line 'Broken'
31,0:04:38.160393,118.22925639152527,False,Crossed line 'Broken'
32,0:04:38.466214,118.22925639152527,True,Crossed line 'Broken'
33,0:04:38.466214,118.22925639152527,True,Crossed line 'Broken'
34,0:04:38.620269,118.78644180297852,True,Crossed line 'Broken'
35,0:04:38.678997,118.78644180297852,True,Crossed line 'Broken'
36,0:04:38.965221,118.78644180297852,True,Crossed line 'Broken'
37,0:04:38.965221,118.78644180297852,True,Crossed line 'Broken'
38,0:04:39.217642,119.29011225700378,True,Crossed line 'Broken'
39,0:04:39.639063,119.83566451072693,True,Crossed line 'Broken'
40,0:04:39.639063,119.83566451072693,True,Crossed line 'Broken'
41,0:04:40.147155,120.37492799758911,True,Crossed line 'Broken'
42,0:04:40.329744,120.37492799758911,True,Crossed line 'Broken'
43,0:04:41.333449,121.38641285896301,True,Crossed line 'Broken'
44,0:04:41.664146,121.90307354927063,True,Crossed line 'Broken'
45,0:04:41.664146,121.90307354927063,True,Crossed line 'Broken'
46,0:04:41.784856,121.90307354927063,True,Crossed line 'Broken'
47,0:04:41.822495,121.90307354927063,True,Crossed line 'Broken'
48,0:04:41.822495,121.90307354927063,True,Crossed line 'Broken'
49,0:04:42.073721,121.90307354927063,True,Crossed line 'Broken'
50,0:04:42.375095,122.45741963386536,True,Crossed line 'Broken'
51,0:04:42.408256,122.45741963386536,True,Crossed line 'Broken'
52,0:04:42.604590,122.45741963386536,True,Crossed line 'Broken'
53,0:04:42.753101,122.99032425880432,True,Crossed line 'Broken'
54,0:04:42.929439,122.99032425880432,True,Crossed line 'Broken'
55,0:04:42.929439,122.99032425880432,True,Crossed line 'Broken'
56,0:04:43.125711,122.99032425880432,True,Crossed line 'Broken'
57,0:04:43.245978,123.51446986198425,True,Crossed line 'Broken'
58,0:04:43.425118,123.51446986198425,True,Crossed line 'Broken'
59,0:04:43.598079,123.51446986198425,True,Crossed line 'Broken'
60,0:04:43.751825,124.09643220901489,True,Crossed line 'Broken'
61,0:04:43.867701,124.09643220901489,True,Crossed line 'Broken'
62,0:04:43.906866,124.09643220901489,True,Crossed line 'Broken'
63,0:04:44.154143,124.09643220901489,True,Crossed line 'Broken'
64,0:04:44.220546,124.09643220901489,True,Crossed line 'Broken'
65,0:04:44.220546,124.09643220901489,True,Crossed line 'Broken'
66,0:04:44.312567,124.09643220901489,True,Crossed line 'Broken'
67,0:04:44.436200,124.63684487342834,True,Crossed line 'Broken' and 'Solid'
68,0:04:44.604044,124.63684487342834,True,Crossed line 'Broken' and 'Solid'
69,0:04:44.725379,124.63684487342834,True,Crossed line 'Solid'
70,0:04:44.953042,125.18718791007996,True,Crossed line 'Solid'
71,0:04:45.141817,125.18718791007996,True,Crossed line 'Solid'
72,0:04:45.284065,125.18718791007996,True,Crossed line 'Solid'
73,0:04:45.765655,125.82795429229736,True,Crossed line 'Broken'
74,0:04:45.862458,125.82795429229736,True,Crossed line 'Solid'
75,0:04:45.898561,125.82795429229736,True,Crossed line 'Broken'
76,0:04:46.025948,125.82795429229736,True,Crossed line 'Solid'
77,0:04:46.298179,126.34460210800171,True,Crossed line 'Broken'
78,0:04:46.422260,126.34460210800171,True,Crossed line 'Broken'
79,0:04:46.422260,126.34460210800171,True,Crossed line 'Broken'
80,0:04:46.489086,126.34460210800171,True,Crossed line 'Broken'
81,0:04:46.489086,126.34460210800171,True,Crossed line 'Broken'
82,0:04:46.805343,126.88342571258545,True,Crossed line 'Broken'
83,0:04:46.805343,126.88342571258545,True,Crossed line 'Broken'
84,0:04:46.900632,126.88342571258545,True,Crossed line 'Broken'
85,0:04:47.065624,126.88342571258545,True,Crossed line 'Broken'
86,0:04:47.346001,127.40100979804993,True,Crossed line 'Broken'
87,0:04:47.346001,127.40100979804993,True,Crossed line 'Broken'
88,0:04:47.346001,127.40100979804993,True,Crossed line 'Broken'
89,0:04:47.610249,127.40100979804993,True,Crossed line 'Broken'
90,0:04:47.658239,127.40100979804993,True,Crossed line 'Broken'
91,0:04:47.807809,128.00349617004395,True,Crossed line 'Broken'
92,0:04:47.952669,128.00349617004395,True,Crossed line 'Broken'
93,0:04:48.053127,128.00349617004395,True,Crossed line 'Broken'
94,0:04:48.222225,128.00349617004395,True,Crossed line 'Broken'
95,0:04:48.448897,128.5511336326599,True,Crossed line 'Broken'
96,0:04:48.613757,128.5511336326599,True,Crossed line 'Broken' and 'Solid'
97,0:04:48.613757,128.5511336326599,True,Crossed line 'Solid'
98,0:04:48.934825,129.1268241405487,True,Crossed line 'Broken'
99,0:04:49.077235,129.1268241405487,True,Crossed line 'Broken'
100,0:04:49.188984,129.1268241405487,True,Crossed line 'Broken'
101,0:04:49.366172,129.1268241405487,True,Crossed line 'Broken'
102,0:04:49.366172,129.1268241405487,True,Crossed line 'Broken'
103,0:04:49.366172,129.70659065246582,True,Crossed line 'Broken'
104,0:04:49.477254,129.70659065246582,True,Crossed line 'Broken'
105,0:04:49.512707,129.70659065246582,True,Crossed line 'Broken'
106,0:04:49.650394,129.70659065246582,True,Crossed line 'Broken'
107,0:04:49.650394,129.70659065246582,True,Crossed line 'Broken'
108,0:04:49.650394,129.70659065246582,True,Crossed line 'Broken'
109,0:04:49.797288,129.70659065246582,True,Crossed line 'Broken'
110,0:04:49.797288,129.70659065246582,True,Crossed line 'Broken'
111,0:04:49.985592,130.23819303512573,True,Crossed line 'Broken'
112,0:04:50.136470,130.23819303512573,True,Crossed line 'Broken'
113,0:04:50.167733,130.23819303512573,True,Crossed line 'Broken'
114,0:04:50.312651,130.23819303512573,True,Crossed line 'Broken'
115,0:04:50.486718,130.23819303512573,True,Crossed line 'Broken'
116,0:04:50.612761,130.80379509925842,True,Crossed line 'Broken'
117,0:04:50.776899,130.80379509925842,True,Crossed line 'Broken'
118,0:04:50.942276,130.80379509925842,True,Crossed line 'Broken'
119,0:04:50.942276,131.3369846343994,True,Crossed line 'Broken'
120,0:04:51.108402,131.3369846343994,True,Crossed line 'Broken'
121,0:04:51.278299,131.3369846343994,True,Crossed line 'Broken'
122,0:04:51.278299,131.3369846343994,True,Crossed line 'Broken'
123,0:04:51.372379,131.3369846343994,True,Crossed line 'Broken'
124,0:04:51.427758,131.3369846343994,True,Crossed line 'Broken'
125,0:04:51.618842,131.84656953811646,True,Crossed line 'Broken'
126,0:04:51.644628,131.84656953811646,True,Crossed line 'Broken'
127,0:04:51.644628,131.84656953811646,True,Crossed line 'Broken'
128,0:04:51.901015,131.84656953811646,True,Crossed line 'Solid'
129,0:04:51.901015,131.84656953811646,True,Crossed line 'Broken' and 'Solid'
130,0:04:52.010880,131.84656953811646,True,Crossed line 'Broken'
131,0:04:52.196315,132.4240689277649,True,Crossed line 'Solid'
132,0:04:52.469892,132.4240689277649,True,Crossed line 'Solid'
133,0:04:52.606861,132.94723987579346,True,Crossed line 'Solid'
134,0:04:53.115435,132.94723987579346,False,Crossed line 'Broken'
135,0:04:53.235791,133.46675539016724,False,Crossed line 'Solid'
136,0:04:53.559619,133.46675539016724,False,Crossed line 'Broken'
137,0:04:53.692249,133.46675539016724,False,Crossed line 'Broken'
138,0:04:54.598092,134.51003074645996,False,Crossed line 'Broken'
139,0:05:19.892955,159.6548981666565,True,Crossed line 'Broken'
140,0:05:20.026213,160.25369906425476,True,Crossed line 'Broken'
141,0:05:20.336275,160.25369906425476,True,Crossed line 'Broken'
142,0:05:20.599411,160.80003142356873,True,Crossed line 'Broken'
143,0:05:20.865934,160.80003142356873,True,Crossed line 'Broken'
144,0:05:21.048533,161.36330842971802,True,Crossed line 'Broken'
145,0:05:21.134397,161.36330842971802,True,Crossed line 'Broken'
146,0:05:21.305679,161.36330842971802,True,Crossed line 'Broken'
147,0:05:21.890356,161.94245433807373,True,Crossed line 'Broken'
148,0:05:22.060880,161.94245433807373,True,Crossed line 'Broken'
149,0:05:22.192123,161.94245433807373,True,Crossed line 'Broken'
150,0:05:22.292835,162.52120351791382,True,Crossed line 'Broken'
151,0:05:22.318687,162.52120351791382,True,Crossed line 'Broken'
152,0:05:22.581303,162.52120351791382,True,Crossed line 'Broken'
153,0:05:22.947605,163.17641305923462,True,Crossed line 'Broken'
154,0:05:23.088923,163.17641305923462,True,Crossed line 'Broken'
