,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle
0,0:02:39.760954,0.03084564208984375,24.213075637817383,25.125627517700195,False,0.25492640796000415,90°  E,"(  0.0,  0.0,  9.8)","( -0.0,  0.1,  0.0)","(-95.0,  243.3)","(-0.002186, -0.000845)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
1,0:02:40.263681,0.5361154079437256,23.364486694335938,21.834060668945312,False,0.2596986186362955,90°  E,"(  0.0,  0.0,  9.8)","( -0.0,  0.1,  0.0)","(-95.0,  243.3)","(-0.002186, -0.000844)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
2,0:02:40.770238,1.0490505695343018,25.38071060180664,25.252525329589844,False,0.12259287111931477,90°  E,"(  0.0, -0.0,  9.8)","(  0.0, -0.0,  0.0)","(-95.0,  243.3)","(-0.002186, -0.000844)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
3,0:02:41.290404,1.5809268951416016,25.316455841064453,24.630542755126953,False,0.22439798860990948,90°  E,"( -0.0, -0.0,  9.8)","(  0.0,  0.0,  0.0)","(-94.9,  243.3)","(-0.002186, -0.000844)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
4,0:02:41.833737,2.1168606281280518,23.75296974182129,22.727272033691406,False,0.19446915871426543,90°  E,"( -0.0,  0.0,  9.8)","( -0.0, -0.0,  0.0)","(-94.9,  243.3)","(-0.002186, -0.000844)",0 m,0%,0%,N,0.0015039155259728432,Mini Cooper S 2021
5,0:02:42.381972,2.6231510639190674,23.255813598632812,23.474178314208984,False,0.11312113415781568,90°  E,"( -0.0, -0.0,  9.8)","( -0.0, -0.1,  0.0)","(-94.9,  243.3)","(-0.002186, -0.000843)",0 m,76%,0%,N,0.0015039155259728432,Mini Cooper S 2021
6,0:02:42.884898,3.1515309810638428,26.3157901763916,26.3157901763916,False,5.656476538516902,90°  E,"(  5.9,  0.0,  9.8)","( -0.0,  0.4,  0.1)","(-94.7,  243.3)","(-0.002186, -0.000842)",0 m,85%,0%,1,0.0015039155259728432,Mini Cooper S 2021
7,0:02:43.408982,3.6833508014678955,26.80965232849121,26.80965232849121,False,13.139310367440624,90°  E,"(  4.7,  0.0,  9.8)","( -0.0,  0.1,  0.1)","(-93.2,  243.3)","(-0.002186, -0.000828)",0 m,89%,0%,1,0.0015039155259728432,Mini Cooper S 2021
8,0:02:43.936218,4.205600261688232,24.630542755126953,25.188915252685547,False,20.41236126496453,90°  E,"(  2.8, -0.0,  9.8)","( -0.0,  0.0,  0.2)","(-90.8,  243.4)","(-0.002186, -0.000807)",0 m,89%,0%,1,0.0015039155259728432,Mini Cooper S 2021
9,0:02:44.445507,4.719119071960449,23.364486694335938,23.255813598632812,False,29.00101679190045,90°  E,"(  4.9,  0.0,  9.8)","( -0.0, -0.1,  0.3)","(-87.0,  243.4)","(-0.002186, -0.000772)",0 m,89%,0%,2,0.0015039155259728432,Mini Cooper S 2021
10,0:02:44.977958,5.245761156082153,26.954177856445312,26.8817195892334,False,37.23683075599492,90°  E,"(  3.8,  0.0,  9.8)","( -0.0, -0.0,  0.3)","(-82.3,  243.4)","(-0.002187, -0.000730)",0 m,89%,0%,2,0.0015039155259728432,Mini Cooper S 2021
11,0:02:45.493747,5.766830682754517,23.255813598632812,24.330900192260742,False,44.115048852654674,91° SE,"(  3.6, -0.1,  9.8)","(  0.0, -0.0,  0.1)","(-75.9,  243.5)","(-0.002187, -0.000673)",0 m,89%,0%,2,-0.0015156649751588702,Mini Cooper S 2021
12,0:02:46.028278,6.307710647583008,25.97402572631836,26.385223388671875,False,50.856830272409695,90°  E,"(  3.4,  0.0,  9.8)","( -0.0, -0.0,  0.3)","(-68.7,  243.5)","(-0.002188, -0.000608)",0 m,89%,0%,2,0.0015039155259728432,Mini Cooper S 2021
13,0:02:46.536636,6.808389663696289,23.041475296020508,22.935779571533203,False,56.67948151679376,90°  E,"( -0.2,  0.1,  9.8)","( -0.0, -0.4,  0.4)","(-61.0,  243.5)","(-0.002188, -0.000539)",0 m,85%,0%,N,0.0015039155259728432,Mini Cooper S 2021
14,0:02:47.054381,7.325585126876831,25.188915252685547,25.125627517700195,False,58.850734365288474,90°  E,"( -2.5, -0.2,  9.8)","(  0.1, -0.3, -0.5)","(-53.1,  243.6)","(-0.002188, -0.000468)",0 m,0%,0%,3,-0.004535471089184284,Mini Cooper S 2021
15,0:02:47.588586,7.857957363128662,21.9780216217041,21.929824829101562,False,49.16284148740028,90°  E,"( -5.7,  0.0,  9.9)","( -0.0,  0.1,  0.3)","(-45.0,  243.6)","(-0.002188, -0.000396)",0 m,18%,0%,2,0.0015039155259728432,Mini Cooper S 2021
16,0:02:48.103934,8.374261379241943,25.316455841064453,25.38071060180664,False,45.35395306978649,90°  E,"(  0.2,  0.1,  9.8)","( -0.0,  0.2,  0.4)","(-38.4,  243.6)","(-0.002188, -0.000336)",0 m,58%,0%,2,0.0015039155259728432,Mini Cooper S 2021
17,0:02:48.617650,8.894091367721558,24.096385955810547,23.923444747924805,False,46.21660741381589,89° NE,"(  0.5,  0.1,  9.8)","( -0.3,  0.0, -1.2)","(-31.4,  243.5)","(-0.002187, -0.000273)",0 m,60%,0%,2,0.0015039155259728432,Mini Cooper S 2021
18,0:02:49.143631,9.41567873954773,26.385223388671875,26.455026626586914,False,47.2308309045462,89° NE,"(  0.5,  0.1,  9.8)","( -0.0, -0.0,  0.5)","(-24.6,  243.4)","(-0.002186, -0.000212)",0 m,60%,0%,2,0.0015039155259728432,Mini Cooper S 2021
19,0:02:49.651805,9.926974534988403,23.255813598632812,23.364486694335938,False,48.149272124379635,89° NE,"(  0.5,  0.1,  9.8)","( -0.0,  0.0,  0.4)","(-18.4,  243.3)","(-0.002185, -0.000156)",0 m,61%,0%,2,0.0015039155259728432,Mini Cooper S 2021
20,0:02:50.190638,10.476810216903687,26.385223388671875,25.706941604614258,False,49.08993968323099,89° NE,"(  0.5,  0.1,  9.8)","( -0.0, -0.0,  0.4)","(-10.3,  243.2)","(-0.002184, -0.000084)",0 m,61%,0%,2,0.0015039155259728432,Mini Cooper S 2021
21,0:02:50.742822,11.013118982315063,27.4725284576416,27.548208236694336,False,50.02184995771818,90°  E,"(  0.4,  1.1,  9.8)","( -0.1, -0.0,  4.9)","( -3.5,  243.1)","(-0.002184, -0.000022)",0 m,61%,0%,2,0.019641857594251633,Mini Cooper S 2021
22,0:02:51.205897,11.526280641555786,26.66666603088379,25.839794158935547,False,50.717556200413796,92° SE,"(  0.4,  0.3,  9.8)","(  0.3, -0.0,  2.3)","(  3.0,  243.3)","(-0.002186,  0.000036)",0 m,61%,0%,2,0.0015039155259728432,Mini Cooper S 2021
23,0:02:51.789687,12.071118593215942,22.5733642578125,22.779043197631836,False,51.633060141303766,93° SE,"(  0.4,  0.1,  9.8)","(  0.0,  0.0,  0.4)","( 12.1,  243.8)","(-0.002190,  0.000117)",0 m,61%,0%,2,0.0015039155259728432,Mini Cooper S 2021
24,0:02:52.333428,12.576128482818604,25.906734466552734,26.455026626586914,False,52.27323123029379,92° SE,"(  0.4, -0.3,  9.8)","( -0.1, -0.0, -1.9)","( 19.2,  244.1)","(-0.002193,  0.000181)",0 m,61%,0%,2,-0.004535471089184284,Mini Cooper S 2021
25,0:02:52.823299,13.106114625930786,26.66666603088379,26.737966537475586,False,53.022686001750586,92° SE,"(  0.4,  0.1,  9.8)","( -0.0,  0.0,  0.4)","( 27.0,  244.4)","(-0.002196,  0.000251)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
26,0:02:53.371499,13.642801284790039,26.04166603088379,25.97402572631836,False,53.794635291441416,91° SE,"(  0.4, -1.3,  9.8)","(  0.1, -0.0, -5.3)","( 34.5,  244.6)","(-0.002198,  0.000319)",0 m,62%,0%,2,-0.019653644412755966,Mini Cooper S 2021
27,0:02:53.904663,14.181915760040283,25.97402572631836,23.364486694335938,False,54.48879488923442,89° NE,"(  0.3, -0.1,  9.8)","(  0.0,  0.1,  0.3)","( 43.2,  244.6)","(-0.002197,  0.000397)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
28,0:02:54.431769,14.701097249984741,23.980815887451172,24.81389617919922,False,55.165055626367604,89° NE,"(  0.3,  0.0,  9.8)","(  0.0,  0.1,  0.4)","( 50.5,  244.5)","(-0.002197,  0.000463)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
29,0:02:54.951292,15.22624397277832,28.011205673217773,26.66666603088379,False,55.76879743013993,90°  E,"(  0.3,  0.2,  9.8)","( -0.0,  0.0,  0.4)","( 58.5,  244.5)","(-0.002196,  0.000535)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
30,0:02:55.463241,15.731850862503052,25.906734466552734,26.525197982788086,False,56.322274887444586,90°  E,"(  0.3,  0.1,  9.8)","(  0.0, -0.0,  0.4)","( 66.5,  244.5)","(-0.002196,  0.000607)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
31,0:02:55.978447,16.241560459136963,28.169015884399414,28.089887619018555,False,56.82485596443542,90°  E,"(  0.3,  0.2,  9.8)","( -0.0, -0.0,  0.4)","( 74.6,  244.5)","(-0.002196,  0.000679)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
32,0:02:56.498632,16.744327068328857,25.510204315185547,25.510204315185547,False,57.23286053913227,90°  E,"(  0.3,  0.2,  9.8)","(  0.0, -0.0,  0.4)","( 82.9,  244.5)","(-0.002196,  0.000753)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
33,0:02:56.988401,17.25230312347412,25.125627517700195,25.510204315185547,False,57.6776273424304,91° SE,"(  0.2,  0.1,  9.8)","( -0.0, -0.0,  0.4)","( 90.7,  244.6)","(-0.002197,  0.000824)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
34,0:02:57.514672,17.780945539474487,24.038461685180664,23.640661239624023,False,58.106676882979706,91° SE,"(  0.2,  0.1,  9.8)","( -0.0, -0.0,  0.4)","( 99.1,  244.7)","(-0.002198,  0.000900)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
35,0:02:58.044802,18.311272144317627,27.548208236694336,27.932960510253906,False,58.44817362085637,91° SE,"(  0.2, -1.1,  9.8)","(  0.3, -0.0, -4.4)","( 107.7,  244.8)","(-0.002199,  0.000977)",0 m,62%,0%,2,-0.019653644412755966,Mini Cooper S 2021
36,0:02:58.570657,18.84255862236023,24.2718448638916,24.213075637817383,False,58.785177406126444,88° NE,"(  0.2, -0.3,  9.8)","( -0.2,  0.0, -0.2)","( 116.9,  244.6)","(-0.002197,  0.001059)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
37,0:02:59.089866,19.36110210418701,26.04166603088379,26.455026626586914,False,59.084289587000846,88° NE,"(  0.2,  0.1,  9.8)","( -0.0, -0.0,  0.4)","( 124.8,  244.4)","(-0.002195,  0.001130)",0 m,62%,0%,2,0.0015039155259728432,Mini Cooper S 2021
38,0:02:59.623236,19.906405925750732,28.98550796508789,27.624309539794922,False,61.93460100191873,88° NE,"(  5.5,  0.1,  9.8)","( -0.0,  0.4,  0.5)","( 134.4,  244.1)","(-0.002192,  0.001216)",0 m,100%,0%,3,0.0015039155259728432,Mini Cooper S 2021
39,0:03:00.135267,20.410146474838257,26.954177856445312,27.4725284576416,False,68.39909534364463,89° NE,"(  3.3,  0.2,  9.8)","( -0.0, -0.0,  0.5)","( 143.7,  243.8)","(-0.002190,  0.001300)",0 m,100%,0%,3,0.0015039155259728432,Mini Cooper S 2021
40,0:03:00.673273,20.94732117652893,28.818443298339844,28.011205673217773,False,75.05231182269878,89° NE,"(  3.2,  0.2,  9.8)","( -0.0, -0.0,  0.6)","( 154.5,  243.6)","(-0.002188,  0.001397)",0 m,100%,0%,3,0.0015039155259728432,Mini Cooper S 2021
41,0:03:01.191820,21.474052667617798,24.44987678527832,25.125627517700195,False,80.52890678751963,90°  E,"(  3.0,  0.8,  9.8)","(  0.0, -0.0,  1.3)","( 165.7,  243.6)","(-0.002188,  0.001498)",0 m,100%,0%,3,0.0015039155259728432,Mini Cooper S 2021
42,0:03:01.716789,21.986048460006714,23.923444747924805,24.630542755126953,False,85.28074473639795,91° SE,"(  4.3,  0.3,  9.9)","(  0.0,  0.1,  0.6)","( 177.9,  243.7)","(-0.002189,  0.001607)",0 m,100%,0%,4,0.0015039155259728432,Mini Cooper S 2021
43,0:03:02.225087,22.499160051345825,27.624309539794922,28.32861328125,False,90.72848682525786,91° SE,"(  2.5,  0.3,  9.8)","( -0.0, -0.0,  0.7)","( 190.6,  243.9)","(-0.002191,  0.001722)",0 m,100%,0%,4,0.0015039155259728432,Mini Cooper S 2021
44,0:03:02.749435,23.02432346343994,24.390243530273438,25.773195266723633,False,95.57539946590207,91° SE,"(  2.3, -1.2,  9.8)","(  0.3, -0.0, -4.4)","( 204.3,  244.2)","(-0.002194,  0.001845)",0 m,100%,0%,4,-0.01662595383822918,Mini Cooper S 2021
45,0:03:03.262246,23.5341477394104,26.954177856445312,25.06265640258789,False,99.92404688844802,90°  E,"(  2.3, -0.6,  9.8)","( -0.1, -0.0,  0.2)","( 218.1,  244.3)","(-0.002194,  0.001969)",0 m,100%,0%,4,0.0015039155259728432,Mini Cooper S 2021
46,0:03:03.789943,24.062906742095947,24.44987678527832,24.2718448638916,False,104.33366939163034,90°  E,"(  2.3,  0.3,  9.8)","( -0.1, -0.0,  0.7)","( 233.3,  244.2)","(-0.002194,  0.002104)",0 m,100%,0%,4,0.0015039155259728432,Mini Cooper S 2021
47,0:03:04.296158,24.574424982070923,28.089887619018555,27.322404861450195,False,108.48220102746588,90°  E,"(  2.3,  0.4,  9.8)","( -0.0, -0.0,  0.7)","( 248.3,  244.2)","(-0.002194,  0.002240)",0 m,100%,0%,4,0.0015039155259728432,Mini Cooper S 2021
48,0:03:04.803757,25.07671594619751,24.2718448638916,25.44529151916504,False,111.71841960859237,91° SE,"(  2.0,  0.4,  9.8)","( -0.0, -0.0,  0.7)","( 263.9,  244.3)","(-0.002195,  0.002380)",0 m,100%,0%,5,0.0015039155259728432,Mini Cooper S 2021
49,0:03:05.320936,25.5951509475708,29.069766998291016,28.818443298339844,False,114.92479189269719,91° SE,"(  1.8,  0.4,  9.8)","( -0.0, -0.0,  0.8)","( 280.2,  244.5)","(-0.002197,  0.002526)",0 m,100%,0%,5,0.0015039155259728432,Mini Cooper S 2021
50,0:03:05.850930,26.119121313095093,26.04166603088379,25.44529151916504,False,118.54944072642994,91° SE,"(  1.8,  0.5,  9.8)","( -0.0, -0.0,  0.8)","( 297.4,  244.9)","(-0.002200,  0.002680)",0 m,100%,0%,5,0.0015039155259728432,Mini Cooper S 2021
51,0:03:06.368599,26.6322078704834,29.239765167236328,28.735633850097656,False,121.76996681752554,90°  E,"(  1.7, -2.6,  9.8)","(  0.5, -0.0, -9.5)","( 313.4,  245.2)","(-0.002203,  0.002825)",0 m,100%,0%,5,-0.019653644412755966,Mini Cooper S 2021
52,0:03:06.898925,27.170720100402832,24.44987678527832,25.57544708251953,False,124.81032026013271,89° NE,"(  1.8, -0.6,  9.8)","( -0.3, -0.0,  0.5)","( 333.1,  245.1)","(-0.002201,  0.002988)",0 m,100%,0%,5,0.0015039155259728432,Mini Cooper S 2021
53,0:03:07.432393,27.695722341537476,29.069766998291016,27.700830459594727,False,128.21610683758084,89° NE,"(  1.7,  0.8,  9.8)","( -0.2, -0.0,  1.8)","( 351.4,  244.7)","(-0.002198,  0.003166)",0 m,100%,0%,5,0.007544197607785463,Mini Cooper S 2021
54,0:03:07.958138,28.229098081588745,25.510204315185547,27.027027130126953,False,131.1264242768269,90°  E,"(  1.6,  0.7,  9.8)","(  0.0, -0.0,  0.9)","( 370.6,  244.4)","(-0.002196,  0.003338)",0 m,100%,0%,5,0.0015039155259728432,Mini Cooper S 2021
