,Sim_time,Rec_time,Autopilot,Event,Intensity
0,0:44:36.270791,102.38813304901123,True,Collision with 'Traffic Light',15528.20605479353
1,0:44:38.020791,103.9737195968628,True,Collision with 'Traffic Light',1913.4869384896283
2,0:44:38.020791,103.9737195968628,True,Collision with 'Traffic Light',1274.4790039149525
3,0:44:38.020791,103.9737195968628,True,Collision with 'Traffic Light',614.5125732463836
4,0:44:38.070791,103.9737195968628,True,Collision with 'Traffic Light',226.88554382479143
5,0:44:38.070791,103.9737195968628,True,Collision with 'Traffic Light',299.3008117696219
6,0:44:38.070791,103.9737195968628,True,Collision with 'Traffic Light',209.90510559225362
7,0:44:38.070791,103.9737195968628,True,Collision with 'Traffic Light',200.61286926406515
8,0:44:38.070791,103.9737195968628,True,Collision with 'Traffic Light',221.82533264311624
9,0:44:38.120791,103.9737195968628,True,Collision with 'Traffic Light',137.6504821786743
10,0:44:38.120791,103.9737195968628,True,Collision with 'Traffic Light',281.07824707223176
11,0:44:38.120791,103.9737195968628,True,Collision with 'Traffic Light',135.935012818311
12,0:44:38.120791,104.4980297088623,True,Collision with 'Traffic Light',259.17965698419164
13,0:44:38.120791,104.4980297088623,True,Collision with 'Traffic Light',216.1847991958121
14,0:44:38.170791,104.4980297088623,True,Collision with 'Traffic Light',208.94825744771583
15,0:44:38.170791,104.4980297088623,True,Collision with 'Traffic Light',209.09497070455276
16,0:44:38.170791,104.4980297088623,True,Collision with 'Traffic Light',180.47232055787296
17,0:44:38.170791,104.4980297088623,True,Collision with 'Traffic Light',223.21179199371164
18,0:44:38.170791,104.4980297088623,True,Collision with 'Traffic Light',220.88922119291453
19,0:44:38.220791,104.4980297088623,True,Collision with 'Traffic Light',211.28236389304428
20,0:44:38.220791,104.4980297088623,True,Collision with 'Traffic Light',136.86949157808303
21,0:44:38.220791,104.4980297088623,True,Collision with 'Traffic Light',145.28686523536706
22,0:44:38.220791,104.4980297088623,True,Collision with 'Traffic Light',219.68090820462504
23,0:44:38.220791,104.4980297088623,True,Collision with 'Traffic Light',207.65554809712106
24,0:44:38.270791,104.4980297088623,True,Collision with 'Traffic Light',94.18885803286972
25,0:44:38.270791,104.4980297088623,True,Collision with 'Traffic Light',246.09106445480538
26,0:44:38.270791,104.4980297088623,True,Collision with 'Traffic Light',210.77542114401737
27,0:44:38.270791,104.4980297088623,True,Collision with 'Traffic Light',129.4433135995167
28,0:44:38.270791,104.4980297088623,True,Collision with 'Traffic Light',248.39393615892268
29,0:44:38.320791,104.4980297088623,True,Collision with 'Traffic Light',200.58636474746342
30,0:44:38.320791,104.4980297088623,True,Collision with 'Traffic Light',127.58731842128137
31,0:44:38.320791,104.4980297088623,True,Collision with 'Traffic Light',225.2743072525148
32,0:44:38.320791,104.4980297088623,True,Collision with 'Traffic Light',216.3651123061649
33,0:44:38.320791,104.4980297088623,True,Collision with 'Traffic Light',134.97883606049197
34,0:44:38.370791,104.4980297088623,True,Collision with 'Traffic Light',130.07728576748977
35,0:44:38.370791,104.4980297088623,True,Collision with 'Traffic Light',165.55302429312263
36,0:44:38.370791,104.4980297088623,True,Collision with 'Traffic Light',300.0339660665019
37,0:44:38.370791,104.4980297088623,True,Collision with 'Traffic Light',135.1245422372508
38,0:44:38.370791,104.4980297088623,True,Collision with 'Traffic Light',148.7304534922265
39,0:44:38.420791,104.4980297088623,True,Collision with 'Traffic Light',215.28477478174347
40,0:44:38.420791,104.4980297088623,True,Collision with 'Traffic Light',209.68923950338495
41,0:44:38.420791,104.4980297088623,True,Collision with 'Traffic Light',117.06461334308452
42,0:44:38.420791,104.4980297088623,True,Collision with 'Traffic Light',138.82768249606517
43,0:44:38.420791,104.4980297088623,True,Collision with 'Traffic Light',143.4611816416046
44,0:44:38.470791,104.4980297088623,True,Collision with 'Traffic Light',213.26293945458124
45,0:44:38.470791,104.4980297088623,True,Collision with 'Traffic Light',120.36275482259921
46,0:44:38.470791,104.4980297088623,True,Collision with 'Traffic Light',122.11621856772838
47,0:44:38.470791,104.4980297088623,True,Collision with 'Traffic Light',204.22148132463667
48,0:44:38.470791,104.4980297088623,True,Collision with 'Traffic Light',213.1486206069242
49,0:44:38.520791,104.4980297088623,True,Collision with 'Traffic Light',131.4701080331243
50,0:44:38.520791,104.4980297088623,True,Collision with 'Traffic Light',201.72673034805715
51,0:44:38.520791,104.4980297088623,True,Collision with 'Traffic Light',207.19132995746946
52,0:44:38.520791,104.4980297088623,True,Collision with 'Traffic Light',123.86412811363876
53,0:44:38.520791,104.4980297088623,True,Collision with 'Traffic Light',121.90110778891831
54,0:44:38.570791,104.4980297088623,True,Collision with 'Traffic Light',170.02113342401253
55,0:44:38.570791,104.4980297088623,True,Collision with 'Traffic Light',101.24563598701945
56,0:44:38.570791,104.4980297088623,True,Collision with 'Traffic Light',137.01939392183405
57,0:44:38.570791,104.4980297088623,True,Collision with 'Traffic Light',207.39808654926773
58,0:44:38.570791,104.4980297088623,True,Collision with 'Traffic Light',190.1220397962201
59,0:44:38.620791,104.4980297088623,True,Collision with 'Traffic Light',209.0477905287712
60,0:44:38.620791,104.4980297088623,True,Collision with 'Traffic Light',105.66673278880747
61,0:44:38.620791,104.4980297088623,True,Collision with 'Traffic Light',289.07232666213014
62,0:44:38.620791,104.4980297088623,True,Collision with 'Traffic Light',115.074638367485
63,0:44:38.620791,104.4980297088623,True,Collision with 'Traffic Light',138.15911865328715
64,0:44:38.670791,105.03382635116577,True,Collision with 'Traffic Light',201.22160339492868
65,0:44:38.670791,105.03382635116577,True,Collision with 'Traffic Light',115.38342285235038
66,0:44:38.670791,105.03382635116577,True,Collision with 'Traffic Light',118.84859466633888
67,0:44:38.670791,105.03382635116577,True,Collision with 'Traffic Light',201.32423401016376
68,0:44:38.670791,105.03382635116577,True,Collision with 'Traffic Light',209.87713623190186
69,0:44:38.720791,105.03382635116577,True,Collision with 'Traffic Light',128.12918090907803
70,0:44:38.720791,105.03382635116577,True,Collision with 'Traffic Light',218.53970337063288
71,0:44:38.720791,105.03382635116577,True,Collision with 'Traffic Light',129.17947387783522
72,0:44:38.720791,105.03382635116577,True,Collision with 'Traffic Light',104.84104919505182
73,0:44:38.720791,105.03382635116577,True,Collision with 'Traffic Light',218.78147888332984
74,0:44:38.770791,105.03382635116577,True,Collision with 'Traffic Light',38.13608932521158
75,0:44:38.770791,105.03382635116577,True,Collision with 'Traffic Light',124.10997772301543
76,0:44:38.770791,105.03382635116577,True,Collision with 'Traffic Light',216.84091186671503
77,0:44:38.770791,105.03382635116577,True,Collision with 'Traffic Light',124.93751525964217
78,0:44:38.770791,105.03382635116577,True,Collision with 'Traffic Light',125.66200256433461
79,0:44:38.820791,105.03382635116577,True,Collision with 'Traffic Light',39.37517929104035
80,0:44:38.820791,105.03382635116577,True,Collision with 'Traffic Light',197.83000183240554
81,0:44:38.820791,105.03382635116577,True,Collision with 'Traffic Light',63.57758331342241
82,0:44:38.820791,105.03382635116577,True,Collision with 'Traffic Light',135.5706024179179
83,0:44:38.820791,105.03382635116577,True,Collision with 'Traffic Light',46.063259125070395
84,0:44:38.870791,105.03382635116577,True,Collision with 'Traffic Light',140.69610595799196
85,0:44:38.870791,105.03382635116577,True,Collision with 'Traffic Light',135.7817687997553
86,0:44:38.870791,105.03382635116577,True,Collision with 'Traffic Light',116.43819427569743
87,0:44:38.870791,105.03382635116577,True,Collision with 'Traffic Light',126.08720398035315
88,0:44:38.920791,105.03382635116577,True,Collision with 'Traffic Light',70.44706726122322
89,0:44:38.920791,105.03382635116577,True,Collision with 'Traffic Light',155.10937500105914
90,0:44:38.920791,105.03382635116577,True,Collision with 'Traffic Light',125.61457061853352
91,0:44:38.920791,105.03382635116577,True,Collision with 'Traffic Light',52.17597579991682
92,0:44:38.920791,105.03382635116577,True,Collision with 'Traffic Light',131.51991272062463
93,0:44:38.970791,105.03382635116577,True,Collision with 'Traffic Light',215.10870361475008
94,0:44:38.970791,105.03382635116577,True,Collision with 'Traffic Light',122.80739593589716
95,0:44:38.970791,105.03382635116577,True,Collision with 'Traffic Light',150.39109802348787
96,0:44:38.970791,105.03382635116577,True,Collision with 'Traffic Light',132.4019317635994
97,0:44:38.970791,105.03382635116577,True,Collision with 'Traffic Light',122.81168365562375
98,0:44:39.020791,105.03382635116577,True,Collision with 'Traffic Light',102.08611297677129
99,0:44:39.020791,105.03382635116577,True,Collision with 'Traffic Light',119.25360870442758
100,0:44:39.020791,105.03382635116577,True,Collision with 'Traffic Light',123.5385131844373
101,0:44:39.020791,105.03382635116577,True,Collision with 'Traffic Light',122.07488250815778
102,0:44:39.020791,105.03382635116577,True,Collision with 'Traffic Light',45.28725433380533
103,0:44:39.070791,105.03382635116577,True,Collision with 'Traffic Light',122.4452896126525
104,0:44:39.070791,105.03382635116577,True,Collision with 'Traffic Light',148.04394531351087
105,0:44:39.070791,105.03382635116577,True,Collision with 'Traffic Light',134.09484863372813
106,0:44:39.070791,105.03382635116577,True,Collision with 'Traffic Light',128.13777160732027
107,0:44:39.070791,105.03382635116577,True,Collision with 'Traffic Light',120.33180999838025
108,0:44:39.120791,105.03382635116577,True,Collision with 'Traffic Light',118.10987091145103
109,0:44:39.120791,105.03382635116577,True,Collision with 'Traffic Light',48.379150390955346
110,0:44:39.120791,105.03382635116577,True,Collision with 'Traffic Light',130.193603516514
111,0:44:39.120791,105.03382635116577,True,Collision with 'Traffic Light',46.46133804353014
112,0:44:39.120791,105.03382635116577,True,Collision with 'Traffic Light',5.724339485207545
113,0:44:39.170791,105.03382635116577,True,Collision with 'Traffic Light',130.52969360440693
114,0:44:39.170791,105.03382635116577,True,Collision with 'Traffic Light',119.20777893147805
115,0:44:39.170791,105.03382635116577,True,Collision with 'Traffic Light',125.55238342370887
116,0:44:39.170791,105.03382635116577,True,Collision with 'Traffic Light',118.46349334797688
117,0:44:39.170791,105.03382635116577,True,Collision with 'Traffic Light',103.0849380500203
118,0:44:39.220791,105.55233430862427,True,Collision with 'Traffic Light',48.74624252352621
119,0:44:39.220791,105.55233430862427,True,Collision with 'Traffic Light',117.15621185382733
120,0:44:39.220791,105.55233430862427,True,Collision with 'Traffic Light',37.21398544336934
121,0:44:39.220791,105.55233430862427,True,Collision with 'Traffic Light',136.79240417573877
122,0:44:39.220791,105.55233430862427,True,Collision with 'Traffic Light',122.44250488364857
123,0:44:39.270791,105.55233430862427,True,Collision with 'Traffic Light',114.43534851152359
124,0:44:39.270791,105.55233430862427,True,Collision with 'Traffic Light',67.30319213913144
125,0:44:39.270791,105.55233430862427,True,Collision with 'Traffic Light',159.28681945909548
126,0:44:39.270791,105.55233430862427,True,Collision with 'Traffic Light',131.44735717863193
127,0:44:39.320791,105.55233430862427,True,Collision with 'Traffic Light',44.6390609744259
128,0:44:39.320791,105.55233430862427,True,Collision with 'Traffic Light',137.66641235445564
129,0:44:39.320791,105.55233430862427,True,Collision with 'Traffic Light',30.286899566857198
130,0:44:39.320791,105.55233430862427,True,Collision with 'Traffic Light',165.1771240245654
131,0:44:39.370791,105.55233430862427,True,Collision with 'Traffic Light',136.54460144136206
132,0:44:39.370791,105.55233430862427,True,Collision with 'Traffic Light',30.904466629239348
133,0:44:39.370791,105.55233430862427,True,Collision with 'Traffic Light',222.1001586929228
134,0:44:39.370791,105.55233430862427,True,Collision with 'Traffic Light',39.56121063259435
135,0:44:39.420791,105.55233430862427,True,Collision with 'Traffic Light',59.14579391519879
136,0:44:39.420791,105.55233430862427,True,Collision with 'Traffic Light',75.66423797659088
137,0:44:39.420791,105.55233430862427,True,Collision with 'Traffic Light',127.71553802577442
138,0:44:39.470791,105.55233430862427,True,Collision with 'Traffic Light',160.08111572374932
139,0:44:39.470791,105.55233430862427,True,Collision with 'Traffic Light',59.610408783366026
140,0:44:39.470791,105.55233430862427,True,Collision with 'Traffic Light',128.08407592860897
141,0:44:39.470791,105.55233430862427,True,Collision with 'Traffic Light',120.95935058676345
142,0:44:39.470791,105.55233430862427,True,Collision with 'Traffic Light',53.8362274173598
143,0:44:39.520791,105.55233430862427,True,Collision with 'Traffic Light',48.22866439852268
144,0:44:39.520791,105.55233430862427,True,Collision with 'Traffic Light',134.38833618255828
145,0:44:39.520791,105.55233430862427,True,Collision with 'Traffic Light',109.15980529859694
146,0:44:39.520791,105.55233430862427,True,Collision with 'Traffic Light',26.867662429993032
147,0:44:39.570791,105.55233430862427,True,Collision with 'Traffic Light',43.83513259917627
148,0:44:39.670791,105.55233430862427,True,Collision with 'Traffic Light',48.81619644198372
149,0:44:39.670791,105.55233430862427,True,Collision with 'Traffic Light',145.12728881935035
150,0:44:39.670791,105.55233430862427,True,Collision with 'Traffic Light',68.27986145066156
151,0:44:39.670791,105.55233430862427,True,Collision with 'Traffic Light',121.62669372641643
152,0:44:39.720791,106.05934071540833,True,Collision with 'Traffic Light',46.60391616853112
153,0:44:39.720791,106.05934071540833,True,Collision with 'Traffic Light',124.84144592370401
154,0:44:39.720791,106.05934071540833,True,Collision with 'Traffic Light',46.90273666413863
155,0:44:39.720791,106.05934071540833,True,Collision with 'Traffic Light',128.93597412197417
156,0:44:39.720791,106.05934071540833,True,Collision with 'Traffic Light',115.8999023445414
157,0:44:39.770791,106.05934071540833,True,Collision with 'Traffic Light',18.211324691896813
158,0:44:39.770791,106.05934071540833,True,Collision with 'Traffic Light',81.37715148981349
159,0:44:39.920791,106.05934071540833,True,Collision with 'Traffic Light',79.09011077934865
160,0:44:39.920791,106.05934071540833,True,Collision with 'Traffic Light',94.30271911685486
161,0:44:39.920791,106.05934071540833,True,Collision with 'Traffic Light',59.80332565348453
162,0:44:39.970791,106.05934071540833,True,Collision with 'Traffic Light',117.28719329914072
163,0:44:39.970791,106.05934071540833,True,Collision with 'Traffic Light',26.81014060992428
164,0:44:39.970791,106.05934071540833,True,Collision with 'Traffic Light',127.32415008631862
165,0:44:39.970791,106.05934071540833,True,Collision with 'Traffic Light',59.86965560953967
166,0:44:39.970791,106.05934071540833,True,Collision with 'Traffic Light',71.23397064257625
167,0:44:40.020791,106.05934071540833,True,Collision with 'Traffic Light',90.30058288635878
168,0:44:40.020791,106.05934071540833,True,Collision with 'Traffic Light',101.96990966866503
169,0:44:40.020791,106.05934071540833,True,Collision with 'Traffic Light',33.5821762087254
170,0:44:40.020791,106.05934071540833,True,Collision with 'Traffic Light',47.68912887605806
171,0:44:40.020791,106.05934071540833,True,Collision with 'Traffic Light',117.56781768879107
172,0:44:40.070791,106.05934071540833,True,Collision with 'Traffic Light',110.67970275954482
173,0:44:40.070791,106.05934071540833,True,Collision with 'Traffic Light',31.80800056479239
174,0:44:40.070791,106.05934071540833,True,Collision with 'Traffic Light',57.22620391884779
175,0:44:40.070791,106.05934071540833,True,Collision with 'Traffic Light',127.10401916590698
176,0:44:40.070791,106.05934071540833,True,Collision with 'Traffic Light',114.39890289384756
177,0:44:40.370791,106.64705419540405,True,Collision with 'Traffic Light',224.17024231110102
178,0:44:40.370791,106.64705419540405,True,Collision with 'Traffic Light',163.81877136342328
179,0:44:40.420791,106.64705419540405,True,Collision with 'Traffic Light',97.5831222540843
180,0:44:40.420791,106.64705419540405,True,Collision with 'Traffic Light',127.56829834071483
181,0:44:40.420791,106.64705419540405,True,Collision with 'Traffic Light',38.38179779078943
