,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
0,0:16:23.776815,0.05107736587524414,13.1578950881958,13.262598991394043,False,1.192556678736606,278° NW,"( -0.3,  0.0,  9.8)","(  0.0, -0.0,  0.0)","(-12.5,  131.3)","(-0.001178, -0.000121)",0 m,0%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
1,0:16:24.176815,0.6267592906951904,14.164306640625,13.262598991394043,False,0.8209915832350126,278° NW,"( -0.2,  0.0,  9.8)","(  0.0, -0.0,  0.0)","(-12.6,  131.3)","(-0.001178, -0.000122)",0 m,0%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
2,0:16:24.576815,1.2222552299499512,13.49527645111084,10.341261863708496,False,0.5579823167420557,278° NW,"( -0.1,  0.0,  9.8)","(  0.0, -0.0,  0.0)","(-12.7,  131.3)","(-0.001178, -0.000123)",0 m,0%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
3,0:16:24.926815,1.7518129348754883,13.49527645111084,13.966480255126953,False,0.440656195255522,278° NW,"( -0.2,  0.0,  9.8)","( -0.0,  0.0,  0.0)","(-12.7,  131.3)","(-0.001178, -0.000123)",0 m,0%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
4,0:16:25.276815,2.25705623626709,13.071895599365234,13.966480255126953,False,0.28045071069912325,278° NW,"( -0.0, -0.0,  9.8)","(  0.0, -0.0,  0.0)","(-12.8,  131.2)","(-0.001178, -0.000124)",0 m,0%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
5,0:16:25.726815,2.786123037338257,15.128592491149902,13.192611694335938,False,0.22179021761600856,278° NW,"( -0.1,  0.0,  9.8)","( -0.0,  0.0,  0.0)","(-12.8,  131.2)","(-0.001178, -0.000124)",0 m,0%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
6,0:16:26.176815,3.3049564361572266,17.30103874206543,16.920473098754883,False,0.11048475642618466,278° NW,"(  0.0, -0.0,  9.8)","(  0.0, -0.0,  0.0)","(-12.8,  131.2)","(-0.001178, -0.000124)",0 m,5%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
7,0:16:26.626815,3.825166702270508,17.452007293701172,17.63668441772461,False,0.15486796064748062,278° NW,"( -0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","(-12.8,  131.2)","(-0.001178, -0.000124)",0 m,100%,0%,1,-0.04709017649292946,Nissan Patrol 2021,Clear Noon
8,0:16:27.076815,4.336292028427124,17.331022262573242,17.30103874206543,False,5.876492973914109,278° NW,"(  7.1, -0.2,  9.8)","( -0.1, -0.7, -1.7)","(-13.2,  131.2)","(-0.001177, -0.000128)",0 m,100%,0%,1,-0.044019442051649094,Nissan Patrol 2021,Clear Noon
9,0:16:27.526815,4.852837324142456,17.331022262573242,17.24138069152832,False,17.93084191722214,277° NW,"(  3.0, -0.3,  9.9)","( -0.0,  1.0, -4.3)","(-15.0,  131.0)","(-0.001176, -0.000143)",0 m,100%,0%,N,-0.04095536470413208,Nissan Patrol 2021,Clear Noon
10,0:16:28.026815,5.404711961746216,17.421602249145508,18.214935302734375,False,30.653688171239885,275° NW,"( 12.4,  1.1,  9.6)","(  1.0, -0.9,  4.5)","(-18.6,  130.7)","(-0.001173, -0.000176)",0 m,100%,0%,3,0.0409434549510479,Nissan Patrol 2021,Clear Noon
11,0:16:28.526815,5.94432806968689,18.315017700195312,20.120723724365234,False,41.29643243474106,281° NW,"(  5.6,  2.9,  9.7)","(  0.6, -0.0, 16.4)","(-23.8,  129.8)","(-0.001165, -0.000223)",0 m,98%,0%,4,0.08143612742424011,Nissan Patrol 2021,Clear Noon
12,0:16:29.026815,6.487554311752319,18.348623275756836,18.55287742614746,False,50.22960150326172,290° NW,"(  5.1,  3.9,  9.7)","(  0.3,  0.2, 16.6)","(-30.1,  128.0)","(-0.001147, -0.000278)",0 m,98%,0%,4,0.06566943228244781,Nissan Patrol 2021,Clear Noon
13,0:16:29.476815,6.987972259521484,18.518518447875977,18.24817657470703,False,55.99223971748726,297° NW,"(  3.9,  4.2,  9.7)","(  0.2,  0.5, 15.6)","(-36.3,  125.3)","(-0.001122, -0.000334)",0 m,98%,0%,5,0.05633508786559105,Nissan Patrol 2021,Clear Noon
