43.94484394,-78.89554036
43.94485003,-78.89554
43.94488237,-78.89553065
43.94491524,-78.89553124
43.9449393,-78.89554013
43.94495521,-78.89555625
43.94498026,-78.89556153
43.9449892,-78.89560591
43.94500202,-78.89563049
43.94504097,-78.89563512
43.94506014,-78.89563461
43.94507284,-78.89566095
43.94509818,-78.8956826
43.94512018,-78.89569647
43.94516591,-78.89572001
43.9451919,-78.89574795
43.94522532,-78.8957856
43.94525051,-78.89580183
43.94526139,-78.8958302
43.94528683,-78.8958168
43.9453235,-78.89584044
43.94535017,-78.89586475
43.94539768,-78.89587681
43.94546173,-78.89591211
43.94552652,-78.89596101
43.94559021,-78.89601224
43.9456862,-78.89594454
43.94572082,-78.8959077
43.94574916,-78.89593668
43.94579453,-78.8959965
43.9458282,-78.89603814
43.94588169,-78.8960568
43.94595064,-78.89608351
43.94599957,-78.89610983
43.9460474,-78.8960976
43.94609639,-78.89610532
43.94612484,-78.89609894
43.94615706,-78.89609471
43.94618652,-78.89608093
43.94623504,-78.89607298
43.94626733,-78.89608207
43.94630813,-78.89604676
43.94634691,-78.89605977
43.94639179,-78.89609051
43.94641505,-78.89611868
43.94644606,-78.89615093
43.94646562,-78.89616737
43.94649096,-78.89618898
43.94651279,-78.89622906
43.9465278,-78.896271
43.94654459,-78.89631175
43.94654989,-78.89635031
43.94654842,-78.89639381
43.94655831,-78.89644115
43.94656782,-78.89649461
43.94657748,-78.89653842
43.94657861,-78.89659265
43.94657868,-78.89663343
43.94656872,-78.89666724
43.94655495,-78.89673045
43.94655134,-78.89678599
43.94653305,-78.89683899
43.94651643,-78.89689685
43.94650542,-78.89693806
43.94648369,-78.89698851
43.94646511,-78.89705838
43.9464642,-78.89709401
43.94644553,-78.89714734
43.94643374,-78.89720904
43.94642756,-78.89734451
43.94642064,-78.89739521
43.94640386,-78.89745099
43.94639251,-78.89750301
43.9463863,-78.89753772
43.94637052,-78.89759509
43.94635712,-78.89765946
43.94634435,-78.89770961
43.94633119,-78.89774915
43.94631166,-78.89779605
43.94630401,-78.89784743
43.94627811,-78.89790247
43.94626786,-78.89796235
43.9462715,-78.89800248
43.94624653,-78.89804311
43.94622481,-78.89810111
43.94619966,-78.89814576
43.94617179,-78.89819135
43.94616372,-78.89824271
43.9461382,-78.89828589
43.94610938,-78.89833127
43.94610932,-78.8983757
43.9460854,-78.89842695
43.94606823,-78.89848263
43.94602965,-78.8985753
43.94602589,-78.89862459
43.94601527,-78.89867385
43.94600751,-78.89872058
43.94598854,-78.89877141
43.94598016,-78.89885738
43.94598798,-78.89892406
43.94602526,-78.89897635
43.94607895,-78.89901413
43.9461393,-78.89905235
43.94618251,-78.8990815
43.94622852,-78.89910255
43.94627006,-78.89912205
43.94631517,-78.89914104
43.94636019,-78.89916966
43.94640507,-78.89919323
43.94647085,-78.89922582
43.94651657,-78.8992407
43.94655753,-78.89926164
43.94660594,-78.89927713
43.94666109,-78.89930464
43.94669663,-78.89933322
43.94673081,-78.8993233
43.94676055,-78.8993497
43.94678815,-78.89937001
43.94682959,-78.8994014
43.94685728,-78.89941137
43.94689926,-78.89944657
43.94694778,-78.89946367
43.94697369,-78.89946184
43.94701326,-78.89947733
43.94706018,-78.89948289
43.94709266,-78.89947481
43.94714408,-78.89944941
43.9471654,-78.89943258
43.94724093,-78.89942659
43.94728821,-78.89944315
43.94732898,-78.89945606
43.94736951,-78.89946983
43.94741798,-78.89948953
43.94744764,-78.89951805
43.94747668,-78.89956243
43.94750049,-78.89957852
43.94753927,-78.8995895
43.94757409,-78.89959323
43.94764117,-78.89961622
43.94765375,-78.89966157
43.94769517,-78.8996793
43.94773276,-78.89969045
43.94778427,-78.89973459
43.9478134,-78.89975782
43.94786158,-78.89976453
