,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
0,0:50:59.657093,0.05080389976501465,29.15452003479004,10.834236145019531,True,38.48661788299583,272° NW,"( -6.5, 10.8,  9.0)","( -0.5,  6.2, 68.5)","( 343.7, -12.0)","( 0.000108,  0.003079)",0 m,83%,0%,N,0.2580777108669281,Lincoln Mkz 2020,Clear Noon
1,0:51:00.157093,0.5724663734436035,21.7864933013916,11.235955238342285,True,34.85292152587147,296° NW,"(  1.1, -1.3,  9.8)","( -8.6, -1.7,  0.2)","( 339.3, -13.7)","( 0.000127,  0.003040)",0 m,85%,0%,N,-0.041922301054000854,Lincoln Mkz 2020,Clear Noon
2,0:51:00.757093,1.1246986389160156,21.929824829101562,11.235955238342285,True,42.3237504751097,276° NW,"( -2.4,-16.8,  8.7)","( -9.6,  7.7,-86.2)","( 332.9, -15.3)","( 0.000139,  0.002981)",0 m,13%,0%,3,-0.4919223189353943,Lincoln Mkz 2020,Clear Noon
3,0:51:01.307093,1.7690362930297852,18.903593063354492,10.660980224609375,True,36.47375587254215,239° SW,"(  0.5, -4.2,  9.6)","(  7.1, -0.4,-11.6)","( 327.2, -12.9)","( 0.000112,  0.002931)",0 m,85%,0%,2,-0.041922301054000854,Lincoln Mkz 2020,Clear Noon
4,0:51:02.007093,2.3628501892089844,21.052631378173828,10.660980224609375,True,12.131081647862471,244° SW,"( 13.5,-19.4,  8.1)","(-18.9, -4.0, 15.8)","( 322.3, -10.3)","( 0.000090,  0.002888)",0 m,72%,0%,3,0.4080777168273926,Lincoln Mkz 2020,Clear Noon
5,0:51:02.657093,2.949856996536255,22.37136459350586,8.818342208862305,True,13.257151477569789,260° SW,"( -1.7,  3.0, 10.1)","(  2.0, -3.3, 58.1)","( 320.3, -10.3)","( 0.000094,  0.002868)",0 m,85%,0%,N,0.7732284665107727,Lincoln Mkz 2020,Clear Noon
6,0:51:03.307093,3.4832303524017334,21.5982723236084,10.660980224609375,True,19.225003306544032,291° NW,"(  0.0,  3.2, 11.2)","(  2.6,  1.0, 31.4)","( 317.9, -11.5)","( 0.000107,  0.002847)",0 m,85%,0%,1,0.3232284188270569,Lincoln Mkz 2020,Clear Noon
7,0:51:04.007093,4.0629212856292725,25.510204315185547,10.660980224609375,True,28.960496011227573,297° NW,"(  7.4, -7.7,  9.5)","( -6.3,  0.3,-44.8)","( 313.2, -13.9)","( 0.000129,  0.002805)",0 m,85%,0%,3,-0.276771605014801,Lincoln Mkz 2020,Clear Noon
8,0:51:04.607093,4.563663482666016,25.97402572631836,11.933174133300781,True,38.89527360475816,260° SW,"(  3.9, -7.2,  9.4)","(  2.6,  1.8,-31.8)","( 307.2, -13.8)","( 0.000123,  0.002751)",0 m,85%,0%,3,-0.12677159905433655,Lincoln Mkz 2020,Clear Noon
9,0:51:05.107093,5.117208480834961,22.675735473632812,11.933174133300781,True,42.6803275419301,256° SW,"( -5.0, 11.4,  9.5)","(  8.9,  3.8, 62.5)","( 301.0, -12.5)","( 0.000111,  0.002695)",0 m,0%,25%,3,0.3232284188270569,Lincoln Mkz 2020,Clear Noon
