,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle
0,0:19:08.120163,0.027529478073120117,27.100271224975586,27.100271224975586,False,0.0020664939201364006,0°  N,"(  0.0,  0.0,  9.8)","( -0.0, -0.0, -0.0)","(-41.9, -30.4)","( 0.000282, -0.000376)",0 m,0%,0%,N,0.0015039155259728432,Dodge Charger 2020
1,0:19:08.639309,0.5525178909301758,31.64556884765625,30.58104133605957,False,0.00021845642578133116,0°  N,"( -0.0, -0.0,  9.9)","( -0.0, -0.0,  0.0)","(-41.9, -30.4)","( 0.000282, -0.000376)",0 m,0%,0%,N,0.0015039155259728432,Dodge Charger 2020
2,0:19:09.195902,1.0774011611938477,32.57328796386719,32.78688430786133,False,0.0013705103799192618,0°  N,"( -0.0, -0.0,  9.9)","(  0.0,  0.0,  0.0)","(-41.9, -30.4)","( 0.000282, -0.000376)",0 m,0%,0%,N,0.0015039155259728432,Dodge Charger 2020
3,0:19:09.683749,1.5939350128173828,34.843204498291016,33.44481658935547,False,0.0018298589325632614,0°  N,"( -0.0,  0.0,  9.8)","( -0.0, -0.0,  0.0)","(-41.9, -30.4)","( 0.000282, -0.000376)",0 m,45%,0%,N,0.0015039155259728432,Dodge Charger 2020
4,0:19:10.211343,2.1633858680725098,32.894737243652344,34.48276138305664,False,0.004689342504365148,0°  N,"(  3.1,  0.0,  9.8)","(  0.0, -1.5,  0.0)","(-41.9, -30.4)","( 0.000282, -0.000376)",0 m,62%,0%,N,0.0015039155259728432,Dodge Charger 2020
5,0:19:10.782941,2.6901495456695557,28.98550796508789,28.40909194946289,False,8.94267162566761,0°  N,"(  3.0, -0.0,  9.8)","( -0.0,  0.1, -0.5)","(-41.8, -31.3)","( 0.000290, -0.000376)",0 m,63%,0%,1,0.0015039155259728432,Dodge Charger 2020
6,0:19:11.272139,3.1964008808135986,31.25,31.948883056640625,False,14.794700387587259,0°  N,"(  3.3,  0.0,  9.8)","(  0.0,  0.0,  0.1)","(-41.8, -33.1)","( 0.000306, -0.000376)",0 m,64%,0%,1,0.0015039155259728432,Dodge Charger 2020
7,0:19:11.825581,3.7060623168945312,29.498525619506836,28.98550796508789,False,18.777165922271212,1° NE,"(  0.1,  0.0,  9.8)","( -0.0,  0.3,  0.2)","(-41.8, -35.6)","( 0.000329, -0.000375)",0 m,64%,0%,1,0.0015039155259728432,Dodge Charger 2020
8,0:19:12.316101,4.223599672317505,30.95975112915039,31.64556884765625,False,22.019605961883475,1° NE,"(  1.7,  0.0,  9.8)","(  0.0,  0.2,  0.2)","(-41.8, -38.3)","( 0.000353, -0.000375)",0 m,58%,0%,1,0.0015039155259728432,Dodge Charger 2020
9,0:19:12.830407,4.7404749393463135,28.65329360961914,28.490028381347656,False,25.793056186551258,1° NE,"(  2.7,  0.3,  9.8)","(  0.2, -0.1,  0.8)","(-41.7, -42.0)","( 0.000384, -0.000375)",0 m,57%,0%,1,0.010565799660980701,Dodge Charger 2020
10,0:19:13.342935,5.256325721740723,28.65329360961914,28.490028381347656,False,31.381592239587423,4° NE,"(  3.6,  1.9,  9.8)","(  0.6,  0.2, 11.8)","(-41.5, -46.0)","( 0.000423, -0.000373)",0 m,48%,0%,2,0.07194208353757858,Dodge Charger 2020
11,0:19:13.873982,5.788600206375122,27.247955322265625,26.737966537475586,False,33.10900765823419,12° NE,"( -0.7,  5.3,  9.8)","(  1.2,  0.7, 28.6)","(-40.7, -50.8)","( 0.000465, -0.000364)",0 m,22%,0%,2,0.18941646814346313,Dodge Charger 2020
12,0:19:14.386339,6.2926716804504395,29.6735897064209,29.585798263549805,False,26.868292283939358,34° NE,"( -5.2,  8.7,  9.6)","(  0.9,  1.5, 54.0)","(-38.8, -54.5)","( 0.000497, -0.000344)",0 m,0%,0%,2,0.40523263812065125,Dodge Charger 2020
13,0:19:14.910717,6.828986644744873,27.397258758544922,26.954177856445312,False,17.796323395345404,61° NE,"( -3.7,  3.5,  9.8)","( -1.5,  0.1, 36.4)","(-36.1, -56.3)","( 0.000510, -0.000317)",0 m,26%,0%,1,0.37803903222084045,Dodge Charger 2020
14,0:19:15.472317,7.356047868728638,30.395137786865234,30.21148109436035,False,17.38160580962551,72° NE,"(  1.3,  1.1,  9.8)","(  0.0, -0.3, 12.7)","(-33.8, -57.0)","( 0.000515, -0.000295)",0 m,56%,0%,1,0.1275179386138916,Dodge Charger 2020
15,0:19:15.940733,7.856658935546875,27.855154037475586,28.32861328125,False,18.272582374276723,80° NE,"(  0.7,  1.2,  9.8)","( -0.8, -0.1, 18.9)","(-31.2, -57.4)","( 0.000517, -0.000272)",0 m,62%,0%,1,0.16661125421524048,Dodge Charger 2020
16,0:19:16.470674,8.388381242752075,25.906734466552734,26.04166603088379,False,23.288327116862995,88° NE,"(  2.4,  0.7,  9.8)","( -0.4, -0.1,  9.5)","(-28.2, -57.5)","( 0.000517, -0.000244)",0 m,63%,0%,1,0.06566943228244781,Dodge Charger 2020
17,0:19:16.992627,8.910490989685059,29.940120697021484,29.6735897064209,False,30.03794117187047,91° SE,"(  5.5,  0.0,  9.8)","( -0.2, -0.3,  0.5)","(-24.4, -57.5)","( 0.000516, -0.000210)",0 m,63%,0%,2,0.0015039155259728432,Dodge Charger 2020
18,0:19:17.527013,9.436131954193115,25.57544708251953,24.93765640258789,False,35.71666657564119,91° SE,"(  3.2, -0.0,  9.8)","( -0.0,  0.0, -0.3)","(-19.7, -57.4)","( 0.000515, -0.000168)",0 m,64%,0%,2,-0.0015156649751588702,Dodge Charger 2020
19,0:19:18.048080,9.962908267974854,27.700830459594727,28.248586654663086,False,40.45282241297175,89° NE,"(  2.3, -1.4,  9.8)","( -0.3,  0.1, -7.4)","(-13.8, -57.4)","( 0.000516, -0.000115)",0 m,64%,0%,2,-0.03484528139233589,Dodge Charger 2020
20,0:19:18.550563,10.466385126113892,27.624309539794922,27.77777671813965,False,45.706609627382456,88° NE,"(  2.4,  1.1,  9.8)","(  0.5,  0.2,  6.7)","( -7.7, -57.6)","( 0.000518, -0.000065)",0 m,64%,0%,3,0.025706475600600243,Dodge Charger 2020
21,0:19:19.080684,10.992052555084229,29.15452003479004,28.735633850097656,False,49.69775875769374,92° SE,"(  2.0,  0.5,  9.8)","( -0.4,  0.0,  1.1)","( -1.2, -57.5)","( 0.000517, -0.000002)",0 m,65%,0%,3,0.0015039155259728432,Dodge Charger 2020
22,0:19:19.595800,11.505144119262695,27.4725284576416,27.77777671813965,False,53.34105368373806,92° SE,"(  2.0,  0.1,  9.8)","( -0.1,  0.0,  0.4)","(  6.6, -57.3)","( 0.000515,  0.000068)",0 m,65%,0%,3,0.0015039155259728432,Dodge Charger 2020
23,0:19:20.091453,12.006316423416138,29.498525619506836,29.850746154785156,False,55.980278860640276,90°  E,"(  0.4, -2.7,  9.8)","( -1.1,  0.1,-12.1)","( 13.8, -57.2)","( 0.000513,  0.000133)",0 m,65%,0%,N,-0.04709017649292946,Dodge Charger 2020
24,0:19:20.611396,12.52401065826416,29.761905670166016,29.850746154785156,False,59.764345803426146,83° NE,"(  1.7, -1.5,  9.8)","(  1.1,  0.1, -5.6)","( 22.7, -57.7)","( 0.000519,  0.000212)",0 m,65%,0%,4,0.0015039155259728432,Dodge Charger 2020
25,0:19:21.138379,13.06359601020813,29.6735897064209,29.940120697021484,False,63.1152458208773,84° NE,"(  1.7,  0.8,  9.8)","(  0.3,  0.0,  3.9)","( 31.8, -58.7)","( 0.000528,  0.000294)",0 m,65%,0%,4,0.0015039155259728432,Dodge Charger 2020
26,0:19:21.649853,13.583548545837402,29.761905670166016,27.173912048339844,False,64.20232900209004,85° NE,"( -2.3,  0.2,  9.8)","( -0.2,  0.6,  0.5)","( 41.2, -59.6)","( 0.000536,  0.000379)",0 m,0%,0%,4,0.0015039155259728432,Dodge Charger 2020
27,0:19:22.176443,14.097140073776245,29.498525619506836,29.940120697021484,False,58.95266383802704,86° NE,"( -2.9,  1.3,  9.8)","(  0.4,  0.0,  5.5)","( 49.8, -60.3)","( 0.000542,  0.000456)",0 m,0%,0%,4,0.019641857594251633,Dodge Charger 2020
28,0:19:22.703173,14.610322713851929,30.674846649169922,27.100271224975586,False,53.85861284075211,90°  E,"( -2.5,  2.0,  9.8)","( -0.2,  0.0,  7.1)","( 57.9, -60.5)","( 0.000544,  0.000529)",0 m,1%,0%,4,0.019641857594251633,Dodge Charger 2020
29,0:19:23.206813,15.117618322372437,29.069766998291016,29.32551383972168,False,49.48634515427745,92° SE,"( -2.3,  0.7, 10.0)","( -0.4,  0.1,  2.1)","( 64.6, -60.4)","( 0.000542,  0.000590)",0 m,1%,0%,4,0.007544197607785463,Dodge Charger 2020
