,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle
0,0:10:04.679254,0.048551082611083984,20.61855697631836,20.61855697631836,False,5.982471506475558e-07,255° SW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0, -0.0)","(-12.5,  130.7)","(-0.001176, -0.000121)",0 m,0%,0%,1,0.019641857594251633,Tesla Cybertruck
1,0:10:05.179254,0.554492712020874,20.36659812927246,21.645021438598633,False,2.609362666042927e-06,255° SW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","(-12.5,  130.7)","(-0.001176, -0.000121)",0 m,0%,0%,1,0.019641857594251633,Tesla Cybertruck
2,0:10:05.729254,1.0584473609924316,21.14164924621582,21.367521286010742,False,3.0564124903809796e-06,255° SW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","(-12.5,  130.7)","(-0.001176, -0.000121)",0 m,0%,0%,1,0.019641857594251633,Tesla Cybertruck
3,0:10:06.229254,1.5804150104522705,19.267822265625,26.595745086669922,False,5.1535892000361e-07,255° SW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0, -0.0)","(-12.5,  130.7)","(-0.001176, -0.000121)",0 m,0%,0%,1,0.019641857594251633,Tesla Cybertruck
4,0:10:06.779254,2.081562042236328,21.276596069335938,21.691974639892578,False,2.8073110787386594e-07,255° SW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0, -0.0)","(-12.5,  130.7)","(-0.001176, -0.000121)",0 m,0%,0%,1,0.019641857594251633,Tesla Cybertruck
5,0:10:07.229254,2.5949738025665283,18.382352828979492,23.75296974182129,False,1.166170160405188e-06,255° SW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","(-12.5,  130.7)","(-0.001176, -0.000121)",0 m,0%,0%,1,0.019641857594251633,Tesla Cybertruck
6,0:10:07.779254,3.1277098655700684,20.876827239990234,25.252525329589844,False,0.12117571305042783,255° SW,"( -0.2, -0.0,  9.8)","( -0.0,  0.1, -0.0)","(-12.5,  130.7)","(-0.001176, -0.000121)",0 m,12%,0%,1,0.019641857594251633,Tesla Cybertruck
7,0:10:08.279254,3.6353414058685303,19.569473266601562,22.27171516418457,False,2.1595407278140066,255° SW,"(  2.5,  0.3,  9.8)","(  0.2, -0.2,  1.9)","(-12.6,  130.7)","(-0.001177, -0.000122)",0 m,41%,0%,1,0.15202975273132324,Tesla Cybertruck
8,0:10:08.829254,4.167098760604858,20.0,25.706941604614258,False,7.455795498076859,257° SW,"(  2.9,  0.4,  9.8)","( -0.1, -0.0,  7.6)","(-13.4,  130.8)","(-0.001177, -0.000129)",0 m,54%,0%,1,0.21770301461219788,Tesla Cybertruck
9,0:10:09.279254,4.672149181365967,19.723865509033203,25.06265640258789,False,13.500648809589554,262° SW,"(  3.5,  1.2,  9.8)","(  0.7,  0.0, 11.3)","(-14.7,  130.9)","(-0.001178, -0.000141)",0 m,64%,0%,1,0.19729876518249512,Tesla Cybertruck
10,0:10:09.779254,5.174397230148315,19.267822265625,22.22222328186035,False,19.177988595520134,267° SW,"(  3.3,  1.3,  9.8)","(  0.7,  0.1, 10.4)","(-17.1,  131.0)","(-0.001177, -0.000162)",0 m,64%,0%,1,0.1275179386138916,Tesla Cybertruck
11,0:10:10.279254,5.7067506313323975,18.050540924072266,20.83333396911621,False,24.84902996301001,272° NW,"(  1.9,  1.4,  9.8)","(  0.0,  0.3, 11.8)","(-20.2,  130.8)","(-0.001175, -0.000191)",0 m,21%,0%,1,0.11400099098682404,Tesla Cybertruck
12,0:10:10.829254,6.23544979095459,20.61855697631836,21.881837844848633,False,26.20216898919258,279° NW,"(  0.8,  1.2,  9.8)","(  0.1, -0.1,  9.6)","(-24.1,  130.2)","(-0.001169, -0.000225)",0 m,37%,0%,1,0.08782849460840225,Tesla Cybertruck
13,0:10:11.279254,6.743855714797974,18.939393997192383,19.157087326049805,False,26.608190581126298,283° NW,"( -1.5,  1.2,  9.8)","(  0.4,  0.4,  7.6)","(-27.4,  129.5)","(-0.001161, -0.000258)",0 m,0%,0%,1,0.06254854053258896,Tesla Cybertruck
14,0:10:11.779254,7.259062051773071,20.32520294189453,22.779043197631836,False,23.793376170864494,287° NW,"( -1.9,  1.8,  9.8)","(  0.2,  0.0, 12.1)","(-30.7,  128.5)","(-0.001152, -0.000284)",0 m,0%,0%,1,0.1275179386138916,Tesla Cybertruck
15,0:10:12.229254,7.776750802993774,16.75041961669922,18.48428726196289,False,21.095888939064164,293° NW,"( -1.5,  1.1,  9.8)","( -0.8,  0.0, 13.2)","(-33.2,  127.4)","(-0.001141, -0.000306)",0 m,3%,0%,1,0.15202975273132324,Tesla Cybertruck
16,0:10:12.729254,8.35573434829712,19.157087326049805,20.9643611907959,False,22.144200085907347,300° NW,"(  1.9,  1.9,  9.8)","(  0.4, -0.1, 15.0)","(-35.7,  125.8)","(-0.001126, -0.000329)",0 m,51%,0%,1,0.16292250156402588,Tesla Cybertruck
17,0:10:13.229254,8.872615098953247,17.605632781982422,17.761987686157227,False,25.665047109555722,309° NW,"(  1.4,  3.4,  9.8)","(  0.4,  0.3, 24.2)","(-38.3,  123.7)","(-0.001105, -0.000351)",0 m,47%,0%,1,0.23482868075370789,Tesla Cybertruck
