,Sim_time,Rec_time,Autopilot,Event
0,0:19:20.738632,12.52401065826416,False,Crossed line 'Broken'
1,0:19:21.036213,12.52401065826416,False,Crossed line 'Broken'
2,0:19:21.875556,13.583548545837402,False,Crossed line 'Broken'
3,0:19:21.875556,13.583548545837402,False,Crossed line 'Broken'
4,0:19:22.176443,13.583548545837402,False,Crossed line 'Broken'
5,0:19:34.669710,26.52170705795288,False,Crossed line 'Broken'
6,0:19:35.008337,26.52170705795288,False,Crossed line 'Broken'
7,0:19:37.893145,29.6392879486084,False,Crossed line 'Broken'
8,0:19:38.265941,30.148236751556396,False,Crossed line 'Broken'
9,0:19:40.128385,31.74230647087097,False,Crossed line 'Broken'
10,0:19:40.165667,31.74230647087097,False,Crossed line 'Broken'
11,0:19:40.508068,32.253283739089966,False,Crossed line 'Broken'
12,0:19:40.568115,32.253283739089966,False,Crossed line 'Broken' and 'Solid'
13,0:19:40.607167,32.253283739089966,False,Crossed line 'SolidSolid'
14,0:19:40.851992,32.765496015548706,False,Crossed line 'Broken'
15,0:19:40.885764,32.765496015548706,False,Crossed line 'Broken'
16,0:19:46.845200,38.50969457626343,False,Crossed line 'Broken'
17,0:19:47.303599,39.0386061668396,False,Crossed line 'Broken'
18,0:19:47.964419,39.550840616226196,False,Crossed line 'Broken'
19,0:19:49.645022,41.09435153007507,False,Crossed line 'Broken'
20,0:20:09.994291,61.716949701309204,False,Crossed line 'Broken'
21,0:20:10.877801,62.72945284843445,False,Crossed line 'Broken'
22,0:20:11.421059,63.23430132865906,False,Crossed line 'Broken'
23,0:20:13.237326,64.79244232177734,False,Crossed line 'Broken'
24,0:20:13.649812,65.3323745727539,False,Crossed line 'Broken'
25,0:20:15.602986,67.4495906829834,True,Crossed line 'Broken'
26,0:20:15.999816,67.4495906829834,True,Crossed line 'Broken'
27,0:20:31.046848,82.50588059425354,False,Crossed line 'Broken'
28,0:20:31.304815,83.03480863571167,False,Crossed line 'Broken'
29,0:20:31.536832,83.03480863571167,False,Crossed line 'SolidSolid'
30,0:20:31.868722,83.55108761787415,False,Crossed line 'SolidSolid'
31,0:20:32.106302,83.55108761787415,False,Crossed line 'SolidSolid'
32,0:20:32.430943,84.07881832122803,False,Crossed line 'SolidSolid'
33,0:20:32.496989,84.07881832122803,False,Crossed line 'Broken'
34,0:20:32.881899,84.59361672401428,False,Crossed line 'Broken'
35,0:20:32.962213,84.59361672401428,False,Crossed line 'Broken'
36,0:20:33.289154,85.10434293746948,False,Crossed line 'Broken'
37,0:20:35.190127,86.65739297866821,False,Crossed line 'Broken'
38,0:20:35.423748,87.17234110832214,False,Crossed line 'Broken'
39,0:20:35.668493,87.17234110832214,False,Crossed line 'SolidSolid'
40,0:20:35.668493,87.17234110832214,False,Crossed line 'Broken'
41,0:20:35.833106,87.70247077941895,False,Crossed line 'SolidSolid'
42,0:20:35.988474,87.70247077941895,False,Crossed line 'Broken' and 'SolidSolid'
43,0:20:36.096554,87.70247077941895,False,Crossed line 'Broken'
44,0:20:36.286130,88.2036554813385,False,Crossed line 'Broken'
45,0:20:36.325282,88.2036554813385,False,Crossed line 'Broken'
46,0:20:36.496452,88.2036554813385,False,Crossed line 'Broken'
