,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
0,0:04:07.113954,0.04485750198364258,21.32196044921875,21.276596069335938,False,0.00100106787499603,265° SW,"( -0.0, -0.0,  9.8)","(  0.0,  0.0, -0.9)","( -7.7, -67.6)","( 0.000606, -0.000078)",0 m,0%,0%,1,-0.03484528139233589,Mercedes Coupe 2020,Clear Noon
1,0:04:07.613954,0.5774731636047363,22.321428298950195,16.863407135009766,False,0.0009304429513595856,265° SW,"( -0.0, -0.0,  9.8)","( -0.0,  0.0, -0.9)","( -7.7, -67.6)","( 0.000606, -0.000078)",0 m,0%,0%,1,-0.03484528139233589,Mercedes Coupe 2020,Clear Noon
2,0:04:08.163954,1.1045520305633545,17.667844772338867,17.8253116607666,False,0.0005873988200448591,265° SW,"( -0.0,  0.0,  9.8)","(  0.0, -0.0,  0.9)","( -7.7, -67.6)","( 0.000606, -0.000078)",0 m,0%,0%,1,-0.03484528139233589,Mercedes Coupe 2020,Clear Noon
3,0:04:08.713954,1.6479053497314453,21.008403778076172,21.41327667236328,False,0.0011177013971258403,265° SW,"(  0.0, -0.0,  9.8)","( -0.0,  0.0, -0.9)","( -7.7, -67.6)","( 0.000606, -0.000078)",0 m,0%,0%,1,-0.03484528139233589,Mercedes Coupe 2020,Clear Noon
4,0:04:09.213954,2.153628349304199,19.762845993041992,22.026432037353516,False,0.0010047452668255053,265° SW,"( -0.0, -0.0,  9.8)","( -0.0,  0.0, -0.9)","( -7.7, -67.6)","( 0.000606, -0.000078)",0 m,0%,0%,1,-0.03484528139233589,Mercedes Coupe 2020,Clear Noon
5,0:04:09.763954,2.677520513534546,20.790019989013672,21.008403778076172,True,0.024741663364165004,265° SW,"(  0.1,  0.0,  9.8)","( -0.0, -0.0,  1.7)","( -7.7, -67.6)","( 0.000606, -0.000078)",0 m,85%,0%,1,0.25452712178230286,Mercedes Coupe 2020,Clear Noon
6,0:04:10.363954,3.1866960525512695,23.474178314208984,23.364486694335938,True,6.8552135797162155,267° SW,"(  4.1,  0.4,  9.8)","(  0.1, -0.2,  7.2)","( -8.3, -67.6)","( 0.000607, -0.000083)",0 m,85%,0%,1,0.14622728526592255,Mercedes Coupe 2020,Clear Noon
7,0:04:11.013954,3.7239975929260254,23.923444747924805,23.809524536132812,True,19.26217815316188,272° NW,"(  0.2,  0.2,  9.8)","( -0.1,  0.7,  5.3)","(-10.8, -67.7)","( 0.000608, -0.000106)",0 m,85%,0%,1,0.04373982176184654,Mercedes Coupe 2020,Clear Noon
8,0:04:11.563954,4.247434377670288,25.188915252685547,22.624433517456055,True,21.80685886260233,273° NW,"( -3.3, -0.2,  9.8)","(  0.0,  0.7, -2.6)","(-14.1, -67.9)","( 0.000610, -0.000135)",0 m,0%,58%,2,-0.018790660426020622,Mercedes Coupe 2020,Clear Noon
9,0:04:12.063954,4.783993721008301,19.880714416503906,20.04007911682129,True,17.28205620757091,272° NW,"(  3.7, -0.0,  9.8)","(  0.0, -1.0, -0.5)","(-16.6, -68.0)","( 0.000611, -0.000159)",0 m,85%,0%,1,-0.004597469232976437,Mercedes Coupe 2020,Clear Noon
10,0:04:12.663954,5.327133893966675,18.115942001342773,18.115942001342773,True,18.02882124728073,272° NW,"(  0.1, -0.1,  9.8)","(  0.0, -0.0, -0.9)","(-19.7, -68.1)","( 0.000612, -0.000186)",0 m,26%,0%,1,-0.007488339673727751,Mercedes Coupe 2020,Clear Noon
11,0:04:13.263954,5.852403163909912,22.779043197631836,22.779043197631836,True,13.06239094021632,271° NW,"( -6.4,  0.0,  9.8)","(  0.0,  0.5, -0.2)","(-22.4, -68.2)","( 0.000613, -0.000211)",0 m,0%,100%,1,-0.001957342494279146,Mercedes Coupe 2020,Clear Noon
12,0:04:13.863954,6.374346733093262,23.094688415527344,23.20185661315918,True,0.007861935337790055,271° NW,"( -0.1,  0.0,  9.8)","( -0.0, -0.8, -0.0)","(-23.1, -68.2)","( 0.000613, -0.000217)",0 m,0%,100%,1,-0.008026110008358955,Mercedes Coupe 2020,Clear Noon
13,0:04:14.363954,6.880270957946777,19.267822265625,20.242916107177734,True,0.0005330691016621798,271° NW,"( -0.0,  0.0,  9.8)","( -0.0, -0.1,  0.0)","(-23.1, -68.2)","( 0.000613, -0.000217)",0 m,0%,100%,1,-0.008042964152991772,Mercedes Coupe 2020,Clear Noon
14,0:04:14.813954,7.40426778793335,17.63668441772461,17.793594360351562,True,5.0413520957457166e-05,271° NW,"(  0.0, -0.0,  9.8)","( -0.0, -0.0,  0.0)","(-23.1, -68.2)","( 0.000613, -0.000217)",0 m,0%,100%,1,-0.008050176315009594,Mercedes Coupe 2020,Clear Noon
15,0:04:15.363954,7.943206787109375,20.703933715820312,19.53125,False,3.9099491055917425e-06,271° NW,"( -0.0,  0.0,  9.8)","( -0.0, -0.0,  0.0)","(-23.1, -68.2)","( 0.000613, -0.000217)",0 m,0%,100%,1,-0.008050176315009594,Mercedes Coupe 2020,Clear Noon
16,0:04:15.963954,8.483994245529175,22.421524047851562,22.27171516418457,False,1.5151787136648218e-06,271° NW,"( -0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","(-23.1, -68.2)","( 0.000613, -0.000217)",0 m,0%,0%,1,-0.02268427051603794,Mercedes Coupe 2020,Clear Noon
