,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
0,0:39:10.207082,0.0669715404510498,30.1204833984375,17.889087677001953,False,0.00018195534793219673,103° SE,"(  0.0, -0.0,  9.8)","( -0.0, -0.0,  0.8)","( 365.6,  246.9)","(-0.002220,  0.003293)",0 m,0%,0%,1,-0.044019442051649094,Lincoln Mkz 2020,Clear Noon
1,0:39:11.107082,0.6112208366394043,33.67003631591797,22.727272033691406,False,0.0007547049276594576,103° SE,"( -0.0, -0.0,  9.8)","( -0.0, -0.0,  0.8)","( 365.6,  246.9)","(-0.002220,  0.003293)",0 m,0%,0%,1,-0.044019442051649094,Lincoln Mkz 2020,Clear Noon
2,0:39:11.807082,1.1961140632629395,25.0,18.450183868408203,False,0.00010044095962692056,103° SE,"( -0.0, -0.0,  9.8)","( -0.0, -0.0,  0.8)","( 365.6,  246.9)","(-0.002220,  0.003293)",0 m,0%,0%,1,-0.044019442051649094,Lincoln Mkz 2020,Clear Noon
3,0:39:12.457082,1.6974589824676514,25.188915252685547,16.778522491455078,True,0.0008679349540544673,103° SE,"(  0.0,  0.0,  9.8)","(  0.0,  0.0, -0.8)","( 365.6,  246.9)","(-0.002220,  0.003293)",0 m,0%,0%,1,-0.03484528139233589,Lincoln Mkz 2020,Clear Noon
4,0:39:13.307082,2.233569622039795,31.948883056640625,16.051362991333008,True,5.976740761286235,103° SE,"(  2.7, -0.2,  9.8)","( -0.1, -0.2, -4.0)","( 366.1,  247.0)","(-0.002221,  0.003297)",0 m,85%,0%,1,-0.08724931627511978,Lincoln Mkz 2020,Clear Noon
5,0:39:14.107082,2.8132128715515137,29.41176414489746,16.051362991333008,True,19.174126785795053,100° SE,"( -0.7, -0.2,  9.9)","(  0.2,  1.6,  1.0)","( 369.1,  247.4)","(-0.002224,  0.003324)",0 m,85%,0%,1,-0.01983264833688736,Lincoln Mkz 2020,Clear Noon
6,0:39:14.957082,3.3912243843078613,29.585798263549805,14.556041717529297,True,32.247439215151964,94° SE,"(  6.0,  1.0,  9.8)","(  0.7, -0.4,  5.2)","( 375.2,  247.9)","(-0.002228,  0.003379)",0 m,85%,0%,3,0.03226681053638458,Lincoln Mkz 2020,Clear Noon
7,0:39:15.707082,3.9511771202087402,28.65329360961914,12.57861614227295,True,43.86091485830381,90°  E,"(  3.9,  2.3,  9.8)","(  2.3,  0.1, 12.3)","( 384.2,  248.1)","(-0.002229,  0.003460)",0 m,85%,0%,3,0.050858210772275925,Lincoln Mkz 2020,Clear Noon
8,0:39:16.507082,4.4572553634643555,27.624309539794922,15.360982894897461,True,53.14289255609032,87° NE,"(  3.9, -1.0,  9.6)","(  4.2, -0.1, -7.4)","( 394.0,  248.2)","(-0.002229,  0.003548)",0 m,85%,0%,4,0.052724238485097885,Lincoln Mkz 2020,Clear Noon
9,0:39:17.207082,4.971102237701416,28.40909194946289,15.360982894897461,True,60.96003599168923,97° SE,"(  1.5, -3.4,  9.7)","( -8.2,  0.2,-27.2)","( 406.2,  248.4)","(-0.002232,  0.003658)",0 m,57%,0%,4,-0.13008788228034973,Lincoln Mkz 2020,Clear Noon
10,0:39:18.157082,5.537061929702759,32.67974090576172,21.881837844848633,True,60.93135232366324,89° NE,"(  1.4,  3.5,  9.8)","(  2.4, -0.4, 11.2)","( 422.4,  248.0)","(-0.002228,  0.003804)",0 m,72%,0%,4,0.02848714031279087,Lincoln Mkz 2020,Clear Noon
11,0:39:19.057082,6.037410497665405,34.12969207763672,18.24817657470703,True,60.42324729271673,89° NE,"( -1.3, -0.7,  9.8)","(  0.1,  0.1, -0.6)","( 437.0,  248.2)","(-0.002230,  0.003935)",0 m,29%,0%,4,0.000542699359357357,Lincoln Mkz 2020,Clear Noon
12,0:39:20.007082,6.652855396270752,33.33333206176758,18.7969913482666,True,62.84772087233549,90°  E,"( -1.2, -0.8,  9.8)","( -0.6,  0.7, -2.8)","( 454.1,  248.2)","(-0.002230,  0.004088)",0 m,8%,0%,4,-0.007729084696620703,Lincoln Mkz 2020,Clear Noon
13,0:39:20.657082,7.174865961074829,25.906734466552734,18.7969913482666,True,59.35343701349827,90°  E,"(  0.5,  0.5,  9.8)","(  0.6, -0.6,  2.3)","( 464.2,  248.2)","(-0.002229,  0.004179)",0 m,63%,0%,4,0.007629669737070799,Lincoln Mkz 2020,Clear Noon
14,0:39:21.157082,7.691534996032715,22.624433517456055,10.30927848815918,True,61.59660668597339,91° SE,"(  1.4, -0.6,  9.8)","( -0.9, -0.1, -3.4)","( 474.4,  248.2)","(-0.002230,  0.004270)",0 m,64%,0%,4,-0.011321951635181904,Lincoln Mkz 2020,Clear Noon
15,0:39:21.957082,8.256736278533936,25.706941604614258,10.30927848815918,True,60.505840354426965,90°  E,"( -0.5,  0.3,  9.8)","(  0.4, -0.2,  1.4)","( 487.2,  248.2)","(-0.002229,  0.004385)",0 m,58%,0%,4,0.00406816229224205,Lincoln Mkz 2020,Clear Noon
16,0:39:22.707082,8.771150350570679,28.40909194946289,12.07729434967041,True,64.26949550891788,90°  E,"( -0.6, -0.2,  9.8)","( -0.2,  0.8, -0.6)","( 499.3,  248.2)","(-0.002230,  0.004494)",0 m,13%,0%,4,-0.0015925971092656255,Lincoln Mkz 2020,Clear Noon
17,0:39:23.407082,9.327599048614502,27.322404861450195,13.755158424377441,True,58.89358660463404,90°  E,"(  2.2,  0.1,  9.8)","(  0.0, -1.1,  0.3)","( 512.7,  248.2)","(-0.002230,  0.004615)",0 m,82%,0%,4,0.0009710868471302092,Lincoln Mkz 2020,Clear Noon
18,0:39:24.207082,9.911123514175415,26.109661102294922,14.204545974731445,True,63.11822056548062,90°  E,"( -2.5, -0.0,  9.8)","(  0.0,  1.0,  0.0)","( 525.7,  248.2)","(-0.002230,  0.004731)",0 m,0%,9%,4,0.0002912381896749139,Lincoln Mkz 2020,Clear Noon
19,0:39:25.007082,10.439077615737915,30.21148109436035,14.204545974731445,True,60.72490425519366,90°  E,"(  2.3, -0.0,  9.8)","( -0.0, -0.6, -0.0)","( 539.1,  248.2)","(-0.002230,  0.004852)",0 m,85%,0%,4,0.0,Lincoln Mkz 2020,Clear Noon
20,0:39:25.857082,10.972783088684082,29.069766998291016,14.70588207244873,True,57.39987438235686,90°  E,"( -5.8,  0.0,  9.8)","( -0.0,  0.9,  0.0)","( 552.8,  248.2)","(-0.002230,  0.004975)",0 m,0%,69%,4,-0.00017573311924934387,Lincoln Mkz 2020,Clear Noon
21,0:39:26.657082,11.4876127243042,30.58104133605957,15.923566818237305,True,39.86413314248551,90°  E,"( -7.3,  0.0,  9.8)","( -0.0,  1.1, -0.0)","( 563.3,  248.2)","(-0.002230,  0.005070)",0 m,0%,69%,N,0.0,Lincoln Mkz 2020,Clear Noon
22,0:39:27.557082,12.075583457946777,32.25806427001953,15.360982894897461,True,35.847490197750545,90°  E,"(  5.0, -0.0,  9.8)","( -0.0, -0.8, -0.0)","( 572.3,  248.2)","(-0.002230,  0.005150)",0 m,85%,0%,3,-0.000304378685541451,Lincoln Mkz 2020,Clear Noon
23,0:39:28.457082,12.677168846130371,31.54574203491211,18.41620635986328,True,40.633494549763896,90°  E,"(-10.1, -0.0,  9.8)","( -0.0,  2.2, -0.1)","( 583.2,  248.2)","(-0.002230,  0.005249)",0 m,0%,9%,2,-0.000304378685541451,Lincoln Mkz 2020,Clear Noon
24,0:39:29.407082,13.197400569915771,35.08771896362305,14.970060348510742,True,38.50401114523131,90°  E,"(  4.9,  0.0,  9.8)","(  0.0, -0.8,  0.2)","( 591.3,  248.2)","(-0.002230,  0.005321)",0 m,85%,0%,3,0.001066182041540742,Lincoln Mkz 2020,Clear Noon
25,0:39:30.107082,13.761835098266602,32.36246109008789,15.7977876663208,True,41.37288913294261,89° NE,"( -3.5, -0.9,  9.8)","( -0.2,  0.9, -4.3)","( 600.0,  248.2)","(-0.002229,  0.005399)",0 m,0%,69%,N,-0.01711626909673214,Lincoln Mkz 2020,Clear Noon
26,0:39:30.807082,14.326560258865356,25.125627517700195,15.7977876663208,True,24.376073632017242,86° NE,"( -5.7,  0.4,  9.7)","(  0.6, -0.4, -0.6)","( 605.6,  247.9)","(-0.002226,  0.005449)",0 m,85%,0%,1,0.020726069808006287,Lincoln Mkz 2020,Clear Noon
27,0:39:31.557082,14.836846828460693,29.32551383972168,12.437810897827148,True,25.6151568276023,84° NE,"(  5.6, -0.0,  9.8)","(  0.5, -0.5,  2.0)","( 610.1,  247.4)","(-0.002222,  0.005489)",0 m,85%,0%,2,0.0013220421969890594,Lincoln Mkz 2020,Clear Noon
28,0:39:32.407082,15.413032054901123,29.41176414489746,12.360939025878906,True,25.275581448369266,80° NE,"( -3.7,  0.4,  9.8)","(  1.0,  0.1,  0.3)","( 616.7,  246.5)","(-0.002213,  0.005549)",0 m,23%,0%,2,0.029012924060225487,Lincoln Mkz 2020,Clear Noon
29,0:39:33.257082,16.015445232391357,29.940120697021484,15.0150146484375,True,27.910455512779468,78° NE,"(  8.9,  0.5,  9.6)","(  0.6, -1.6,  3.1)","( 622.7,  245.2)","(-0.002201,  0.005603)",0 m,83%,0%,3,0.018138613551855087,Lincoln Mkz 2020,Clear Noon
30,0:39:34.157082,16.633760929107666,30.21148109436035,15.576323509216309,True,23.803357142318035,73° NE,"( -2.3, -0.3,  9.8)","(  0.4, -1.1, -6.6)","( 629.6,  243.3)","(-0.002183,  0.005665)",0 m,33%,0%,2,-0.025126924738287926,Lincoln Mkz 2020,Clear Noon
31,0:39:35.007082,17.2053005695343,29.585798263549805,15.576323509216309,True,23.351044851747652,70° NE,"(  5.2, -0.8,  9.8)","(  0.0, -0.4, -4.9)","( 634.2,  241.7)","(-0.002168,  0.005705)",0 m,85%,0%,2,-0.04560184106230736,Lincoln Mkz 2020,Clear Noon
32,0:39:35.907082,17.817994117736816,29.15452003479004,12.706480026245117,True,27.63524235504699,68° NE,"( -7.3, -1.9,  9.7)","( -0.3,  1.6,-10.7)","( 640.8,  238.9)","(-0.002143,  0.005765)",0 m,0%,49%,2,-0.0973879024386406,Lincoln Mkz 2020,Clear Noon
33,0:39:36.807082,18.45799469947815,28.735633850097656,13.245033264160156,True,24.394664267884817,65° NE,"(  3.9, -1.9,  9.8)","( -1.4,  0.5,-16.5)","( 646.3,  236.3)","(-0.002119,  0.005813)",0 m,85%,0%,2,-0.08821086585521698,Lincoln Mkz 2020,Clear Noon
34,0:39:37.657082,18.992313623428345,29.585798263549805,13.1578950881958,True,28.877949891077574,53° NE,"( -7.2, -0.8,  9.7)","(  0.9,  1.6, -0.8)","( 651.4,  232.8)","(-0.002085,  0.005859)",0 m,0%,69%,2,-0.024173300713300705,Lincoln Mkz 2020,Clear Noon
35,0:39:38.407082,19.510361194610596,29.41176414489746,13.1578950881958,True,25.871545693764176,47° NE,"(  0.7, -0.7,  9.9)","(  0.5,  0.6, -2.4)","( 655.4,  229.2)","(-0.002053,  0.005894)",0 m,85%,0%,N,-0.029978400096297264,Lincoln Mkz 2020,Clear Noon
36,0:39:39.207082,20.083656311035156,29.15452003479004,12.771391868591309,True,25.568283414007816,39° NE,"( -3.6, -0.9,  9.7)","(  0.8, -0.0, -6.8)","( 659.4,  224.5)","(-0.002010,  0.005929)",0 m,19%,0%,2,-0.05148850008845329,Lincoln Mkz 2020,Clear Noon
37,0:39:40.057082,20.612980127334595,28.169015884399414,14.306151390075684,True,26.74540697860565,32° NE,"(  5.7, -2.1,  9.8)","( -1.1, -0.9,-15.1)","( 662.0,  220.6)","(-0.001974,  0.005952)",0 m,85%,0%,2,-0.09835661947727203,Lincoln Mkz 2020,Clear Noon
38,0:39:40.807082,21.166419506072998,28.735633850097656,12.69035530090332,True,28.917230085443666,25° NE,"( -8.8, -1.9,  9.7)","( -0.8,  2.5,-14.0)","( 665.0,  214.5)","(-0.001919,  0.005977)",0 m,0%,69%,2,-0.09194814413785934,Lincoln Mkz 2020,Clear Noon
39,0:39:41.607082,21.729337215423584,27.700830459594727,12.69035530090332,True,26.30377125534242,16° NE,"(  5.1, -0.4,  9.8)","( -0.4, -1.0, -5.5)","( 666.5,  209.3)","(-0.001871,  0.005990)",0 m,85%,0%,2,-0.022956635802984238,Lincoln Mkz 2020,Clear Noon
40,0:39:42.457082,22.320842504501343,28.65329360961914,13.550135612487793,True,23.36322827306012,5° NE,"( -4.2, -0.4,  9.7)","(  2.2,  0.3, -1.2)","( 667.6,  202.7)","(-0.001812,  0.005998)",0 m,38%,0%,2,-0.016604043543338776,Lincoln Mkz 2020,Clear Noon
41,0:39:43.257082,22.939017295837402,29.069766998291016,13.888888359069824,True,27.06694393066337,2° NE,"( -0.2, -1.0,  9.9)","(  0.1,  1.1,-10.0)","( 667.9,  197.0)","(-0.001761,  0.006000)",0 m,85%,0%,N,-0.04054060950875282,Lincoln Mkz 2020,Clear Noon
42,0:39:44.057082,23.439332246780396,28.32861328125,12.360939025878906,True,24.013772614455377,2° NE,"( -5.2, -0.5,  9.7)","( -0.5,  0.4, -4.5)","( 668.0,  191.6)","(-0.001712,  0.006001)",0 m,58%,0%,2,-0.029443982988595963,Lincoln Mkz 2020,Clear Noon
43,0:39:44.857083,24.06457829475403,28.98550796508789,16.69449234008789,True,27.684826284247784,1° NE,"(  1.8, -0.2,  9.8)","( -0.2,  0.5, -4.1)","( 668.1,  185.5)","(-0.001657,  0.006002)",0 m,43%,0%,2,-0.00876391027122736,Lincoln Mkz 2020,Clear Noon
44,0:39:45.707083,24.581766605377197,28.98550796508789,16.69449234008789,True,14.845026440251981,1° NE,"( -0.2,  0.0,  9.7)","(  0.1, -2.1,  0.2)","( 668.2,  180.5)","(-0.001612,  0.006002)",0 m,46%,0%,1,0.0012659617932513356,Lincoln Mkz 2020,Clear Noon
45,0:39:46.507083,25.09513258934021,30.76923179626465,12.970168113708496,True,24.01630919826987,1° NE,"(  6.1, -0.0,  9.8)","(  0.0, -1.1, -0.0)","( 668.2,  176.3)","(-0.001575,  0.006003)",0 m,85%,0%,2,4.1972671169787645e-05,Lincoln Mkz 2020,Clear Noon
46,0:39:47.357083,25.644634008407593,35.587188720703125,18.450183868408203,True,0.03740300045871585,1° NE,"( -0.2,  0.0,  9.8)","(  0.0, -3.2, -0.0)","( 668.3,  172.5)","(-0.001540,  0.006003)",0 m,0%,100%,1,-0.0003670363512355834,Lincoln Mkz 2020,Clear Noon
47,0:39:48.407083,26.222334146499634,33.89830780029297,17.331022262573242,True,6.765779021982922,1° NE,"(  4.6,  0.0,  9.8)","( -0.0, -0.6, -0.8)","( 668.3,  171.5)","(-0.001532,  0.006003)",0 m,85%,0%,1,-0.0015078091528266668,Lincoln Mkz 2020,Clear Noon
48,0:39:49.357083,26.745502948760986,35.08771896362305,17.182130813598633,True,20.261652099238717,1° NE,"( -0.4, -0.0,  9.9)","(  0.0,  0.8, -0.1)","( 668.3,  167.4)","(-0.001495,  0.006004)",0 m,0%,69%,2,-0.0006155604496598244,Lincoln Mkz 2020,Clear Noon
