,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle
0,1:24:42.106460,0.03332662582397461,29.761905670166016,34.364261627197266,False,2.1976515721989357e-06,90°  E,"( -0.0, -0.0,  9.8)","(  0.0, -0.0, -0.0)","( 526.0,  148.6)","(-0.001335,  0.004734)",0 m,0%,0%,N,0.0015039155259728432,Tesla Cybertruck
1,1:24:42.856460,0.5549216270446777,26.8817195892334,32.15434265136719,False,8.172755195260548e-06,90°  E,"( -0.0, -0.0,  9.8)","(  0.0, -0.0,  0.0)","( 526.0,  148.6)","(-0.001335,  0.004734)",0 m,0%,0%,N,0.0015039155259728432,Tesla Cybertruck
2,1:24:43.656460,1.076277494430542,29.850746154785156,30.395137786865234,False,9.201130535514746e-06,90°  E,"( -0.0, -0.0,  9.8)","( -0.0,  0.0,  0.0)","( 526.0,  148.6)","(-0.001335,  0.004734)",0 m,0%,0%,N,0.0015039155259728432,Tesla Cybertruck
3,1:24:44.406460,1.5959539413452148,26.3157901763916,30.95975112915039,False,1.3831316754914794e-06,90°  E,"( -0.0, -0.0,  9.8)","(  0.0, -0.0, -0.0)","( 526.0,  148.6)","(-0.001335,  0.004734)",0 m,10%,0%,N,0.0015039155259728432,Tesla Cybertruck
4,1:24:45.156460,2.1029860973358154,31.948883056640625,32.894737243652344,False,9.716199567594927e-06,90°  E,"( -0.0, -0.0,  9.8)","( -0.0,  0.0,  0.0)","( 526.0,  148.6)","(-0.001335,  0.004734)",0 m,56%,0%,N,0.0015039155259728432,Tesla Cybertruck
5,1:24:45.856460,2.6215660572052,28.735633850097656,27.548208236694336,False,12.025310135001977,90°  E,"(  3.4,  0.0,  9.7)","(  0.0,  0.4,  0.1)","( 527.4,  148.6)","(-0.001335,  0.004746)",0 m,59%,0%,1,0.0015039155259728432,Tesla Cybertruck
6,1:24:46.506460,3.1404497623443604,25.06265640258789,37.878787994384766,False,19.557795187782087,90°  E,"(  3.1,  0.0,  9.8)","(  0.0,  0.0,  0.1)","( 530.3,  148.6)","(-0.001335,  0.004773)",0 m,62%,0%,1,0.0015039155259728432,Tesla Cybertruck
7,1:24:47.206460,3.652097463607788,25.773195266723633,27.397258758544922,False,27.465975581898082,90°  E,"(  3.3,  0.0,  9.8)","(  0.0, -0.0,  0.2)","( 535.0,  148.6)","(-0.001335,  0.004815)",0 m,68%,0%,1,0.0015039155259728432,Tesla Cybertruck
8,1:24:47.906460,4.158503532409668,28.248586654663086,31.64556884765625,False,35.677526714955796,91° SE,"(  3.2,  0.0,  9.8)","( -0.0,  0.0,  0.2)","( 541.3,  148.7)","(-0.001336,  0.004871)",0 m,69%,0%,1,0.0015039155259728432,Tesla Cybertruck
9,1:24:48.606460,4.6707844734191895,26.109661102294922,28.98550796508789,False,43.40577581614389,91° SE,"(  3.0,  0.0,  9.8)","(  0.0,  0.0,  0.3)","( 549.1,  148.8)","(-0.001337,  0.004942)",0 m,69%,0%,1,0.0015039155259728432,Tesla Cybertruck
10,1:24:49.356460,5.20296049118042,29.940120697021484,29.850746154785156,False,51.075005448006365,91° SE,"(  2.8,  0.1,  9.8)","(  0.0,  0.0,  0.3)","( 559.1,  148.9)","(-0.001338,  0.005031)",0 m,69%,0%,1,0.0015039155259728432,Tesla Cybertruck
11,1:24:50.006460,5.713818788528442,24.93765640258789,24.81389617919922,False,57.32703864198362,91° SE,"(  2.6,  0.1,  9.8)","(  0.0,  0.0,  0.3)","( 569.0,  149.1)","(-0.001340,  0.005120)",0 m,69%,0%,1,0.0015039155259728432,Tesla Cybertruck
12,1:24:50.756461,6.219014406204224,27.548208236694336,30.95975112915039,False,63.953275165895754,91° SE,"(  2.1,  0.1,  9.8)","(  0.0,  0.1,  0.4)","( 581.7,  149.4)","(-0.001343,  0.005234)",0 m,53%,0%,1,0.0015039155259728432,Tesla Cybertruck
13,1:24:51.456461,6.749602794647217,25.188915252685547,29.498525619506836,False,59.13611710630723,91° SE,"( -3.9, -1.3,  9.8)","( -0.9,  0.0, -5.7)","( 593.9,  149.7)","(-0.001345,  0.005344)",0 m,0%,0%,1,-0.0287561547011137,Tesla Cybertruck
14,1:24:52.206461,7.258065700531006,30.303030014038086,31.152647018432617,False,49.067307655786536,83° NE,"( -3.5, -3.5,  9.8)","(  0.3,  0.1,-13.6)","( 604.9,  149.1)","(-0.001338,  0.005443)",0 m,0%,0%,1,-0.07195433229207993,Tesla Cybertruck
15,1:24:52.856461,7.7788987159729,29.585798263549805,27.397258758544922,False,41.66746410847658,78° NE,"( -2.9, -0.6,  9.8)","(  0.0, -0.0, -2.8)","( 612.8,  147.5)","(-0.001323,  0.005514)",0 m,0%,0%,1,-0.01662595383822918,Tesla Cybertruck
16,1:24:53.606461,8.308764457702637,29.41176414489746,30.86419677734375,False,34.437253800765426,77° NE,"( -2.5,  0.0,  9.8)","( -0.0, -0.0,  0.2)","( 620.4,  145.8)","(-0.001308,  0.005582)",0 m,0%,0%,1,0.0015039155259728432,Tesla Cybertruck
17,1:24:54.306461,8.81956958770752,24.509803771972656,28.089887619018555,False,28.411560745681097,77° NE,"( -2.1,  0.1,  9.8)","(  0.0, -0.0,  0.2)","( 626.3,  144.5)","(-0.001296,  0.005635)",0 m,0%,0%,1,0.0015039155259728432,Tesla Cybertruck
18,1:24:55.056461,9.32351565361023,27.4725284576416,32.57328796386719,False,23.6775562276724,79° NE,"( -1.8,  0.9,  9.8)","(  0.2, -0.0,  5.0)","( 631.6,  143.4)","(-0.001286,  0.005683)",0 m,0%,0%,1,0.05324151739478111,Tesla Cybertruck
19,1:24:55.756461,9.826686143875122,28.818443298339844,32.36246109008789,False,19.681401171397553,84° NE,"( -1.4,  0.5,  9.8)","( -0.4, -0.0,  7.5)","( 635.7,  142.9)","(-0.001283,  0.005720)",0 m,0%,0%,1,0.09104524552822113,Tesla Cybertruck
20,1:24:56.506461,10.330710649490356,28.818443298339844,32.15434265136719,False,15.548993368903062,87° NE,"( -1.5, -0.2,  9.8)","(  0.0, -0.0,  0.2)","( 639.3,  142.8)","(-0.001282,  0.005752)",0 m,0%,5%,1,0.0015039155259728432,Tesla Cybertruck
21,1:24:57.156461,10.831987142562866,26.525197982788086,28.98550796508789,False,12.150525387710667,88° NE,"( -1.6,  0.2,  9.8)","( -0.1,  0.0,  2.0)","( 641.8,  142.7)","(-0.001282,  0.005774)",0 m,0%,9%,1,0.03788558393716812,Tesla Cybertruck
22,1:24:57.906461,11.359387636184692,28.248586654663086,31.05590057373047,False,8.092291711326572,89° NE,"( -1.4,  0.0,  9.8)","(  0.0, -0.0,  0.9)","( 643.8,  142.7)","(-0.001282,  0.005792)",0 m,0%,11%,1,0.025706475600600243,Tesla Cybertruck
23,1:24:58.606461,11.870481252670288,26.954177856445312,32.0512809753418,False,3.6566986071841114,89° NE,"( -3.0, -0.0,  9.8)","(  0.0,  0.2,  0.2)","( 644.9,  142.7)","(-0.001282,  0.005803)",0 m,0%,37%,1,0.016614176332950592,Tesla Cybertruck
24,1:24:59.356461,12.389347314834595,27.4725284576416,38.91050720214844,False,0.0005452663976675716,89° NE,"( -0.0,  0.0,  9.8)","( -0.0,  0.1,  0.0)","( 645.0,  142.7)","(-0.001282,  0.005803)",0 m,0%,38%,1,0.0015039155259728432,Tesla Cybertruck
25,1:25:00.056461,12.895841121673584,26.525197982788086,30.1204833984375,False,7.2603866533716964e-06,89° NE,"(  0.0, -0.0,  9.8)","(  0.0, -0.0,  0.0)","( 645.0,  142.7)","(-0.001282,  0.005803)",0 m,0%,0%,1,0.0015039155259728432,Tesla Cybertruck
26,1:25:00.856461,13.425067901611328,30.395137786865234,33.11258316040039,False,8.276511766948455e-06,89° NE,"(  0.0, -0.0,  9.8)","( -0.0, -0.0,  0.0)","( 645.0,  142.7)","(-0.001282,  0.005803)",0 m,0%,0%,1,0.0015039155259728432,Tesla Cybertruck
27,1:25:01.556461,13.9255850315094,28.32861328125,29.940120697021484,False,2.165840244720541,89° NE,"(  3.6, -0.1,  9.8)","(  0.0, -0.5,  0.0)","( 645.0,  142.7)","(-0.001282,  0.005803)",0 m,66%,0%,1,0.0015039155259728432,Tesla Cybertruck
28,1:25:02.356461,14.45824646949768,27.700830459594727,33.557044982910156,False,13.261387604848558,89° NE,"(  4.0,  0.0,  9.8)","( -0.0,  0.0,  0.1)","( 646.9,  142.7)","(-0.001282,  0.005820)",0 m,69%,0%,1,0.0015039155259728432,Tesla Cybertruck
29,1:25:03.056461,14.980356454849243,26.455026626586914,25.773195266723633,False,22.357997936083983,89° NE,"(  3.1, -0.7,  9.8)","( -0.3,  0.1, -4.5)","( 650.5,  142.6)","(-0.001281,  0.005852)",0 m,62%,0%,1,-0.04709017649292946,Tesla Cybertruck
