,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle
0,1:17:30.526888,0.02508378028869629,27.322404861450195,31.84713363647461,False,0.0005214043639526323,90°  E,"(  0.0, -0.0,  9.8)","( -0.0,  0.0,  0.0)","( 21.7,  143.0)","(-0.001285,  0.000204)",0 m,0%,0%,N,0.0015039155259728432,Tesla Cybertruck
1,1:17:31.033647,0.5332207679748535,35.211265563964844,36.764705657958984,False,0.0010254879359310552,90°  E,"( -0.0, -0.0,  9.8)","( -0.0, -0.0,  0.0)","( 21.7,  143.0)","(-0.001285,  0.000204)",0 m,0%,0%,N,0.0015039155259728432,Tesla Cybertruck
2,1:17:31.543061,1.043424129486084,28.571428298950195,28.32861328125,False,8.454331146228307e-05,90°  E,"(  0.0,  0.0,  9.8)","( -0.0, -0.0, -0.0)","( 21.7,  143.0)","(-0.001285,  0.000204)",0 m,0%,0%,N,0.0015039155259728432,Tesla Cybertruck
3,1:17:32.068950,1.5675339698791504,33.003299713134766,31.948883056640625,False,0.001262844043669211,90°  E,"( -0.0, -0.0,  9.8)","(  0.0, -0.0,  0.0)","( 21.7,  143.0)","(-0.001285,  0.000204)",0 m,10%,0%,N,0.0015039155259728432,Tesla Cybertruck
4,1:17:32.596943,2.069298505783081,29.498525619506836,28.490028381347656,False,0.00013358693792486241,90°  E,"( -0.0, -0.0,  9.8)","(  0.0,  0.0, -0.0)","( 21.7,  143.0)","(-0.001285,  0.000204)",0 m,62%,0%,N,0.0015039155259728432,Tesla Cybertruck
5,1:17:33.096812,2.594733953475952,32.57328796386719,33.003299713134766,False,10.0566162274534,90°  E,"(  3.9,  0.0,  9.8)","( -0.0,  0.6,  0.1)","( 22.4,  143.0)","(-0.001285,  0.000210)",0 m,61%,0%,1,0.0015039155259728432,Tesla Cybertruck
6,1:17:33.603295,3.0949604511260986,27.173912048339844,26.8817195892334,False,15.189819561526704,90°  E,"(  1.3, -0.1,  9.8)","(  0.1,  0.3,  0.1)","( 24.2,  143.0)","(-0.001285,  0.000226)",0 m,30%,0%,1,0.0015039155259728432,Tesla Cybertruck
7,1:17:34.118363,3.619591474533081,30.1204833984375,30.395137786865234,False,18.744024735260695,90°  E,"(  2.5,  0.0,  9.8)","(  0.0, -0.1,  0.1)","( 26.6,  143.0)","(-0.001285,  0.000248)",0 m,56%,0%,1,0.0015039155259728432,Tesla Cybertruck
8,1:17:34.645622,4.142719507217407,27.247955322265625,28.248586654663086,False,23.936915250317554,90°  E,"(  3.1,  0.1,  9.7)","(  0.2, -0.1,  0.1)","( 29.7,  143.1)","(-0.001285,  0.000276)",0 m,65%,0%,1,0.0015039155259728432,Tesla Cybertruck
9,1:17:35.150771,4.648639917373657,31.74603271484375,31.54574203491211,False,30.30164214808429,90°  E,"(  3.4,  0.1,  9.8)","( -0.0, -0.0,  0.2)","( 33.8,  143.1)","(-0.001286,  0.000313)",0 m,70%,0%,1,0.0015039155259728432,Tesla Cybertruck
10,1:17:35.680607,5.176642894744873,28.169015884399414,28.901735305786133,False,36.410104718469626,91° SE,"(  3.4,  0.1,  9.8)","(  0.0,  0.0,  0.2)","( 38.5,  143.2)","(-0.001286,  0.000355)",0 m,70%,0%,1,0.0015039155259728432,Tesla Cybertruck
11,1:17:36.182692,5.686795711517334,30.76923179626465,31.34796142578125,False,42.27632729621203,91° SE,"(  3.2,  0.0,  9.8)","(  0.0,  0.0,  0.3)","( 44.5,  143.2)","(-0.001287,  0.000405)",0 m,70%,0%,1,0.0015039155259728432,Tesla Cybertruck
12,1:17:36.704363,6.198693513870239,31.84713363647461,28.089887619018555,False,48.344942194513294,91° SE,"(  3.0,  0.0,  9.8)","(  0.0,  0.0,  0.3)","( 50.7,  143.3)","(-0.001288,  0.000464)",0 m,71%,0%,1,0.0015039155259728432,Tesla Cybertruck
13,1:17:37.231130,6.730190277099609,30.86419677734375,32.467533111572266,False,53.65329612949668,90°  E,"(  2.7, -0.8,  9.8)","( -0.1,  0.0, -3.0)","( 58.1,  143.4)","(-0.001288,  0.000531)",0 m,71%,0%,1,-0.01662595383822918,Tesla Cybertruck
14,1:17:37.750984,7.249906778335571,28.011205673217773,31.34796142578125,False,58.676190234989775,89° NE,"(  2.7,  0.8,  9.8)","(  0.9,  0.0,  3.6)","( 66.3,  143.2)","(-0.001287,  0.000605)",0 m,71%,0%,1,0.019641857594251633,Tesla Cybertruck
15,1:17:38.276312,7.773937225341797,30.76923179626465,32.467533111572266,False,63.77675255680486,90°  E,"(  2.6,  0.1,  9.8)","( -0.0,  0.0,  0.4)","( 75.3,  143.2)","(-0.001286,  0.000685)",0 m,71%,0%,1,0.0015039155259728432,Tesla Cybertruck
16,1:17:38.773281,8.274129629135132,29.41176414489746,28.98550796508789,False,68.57494733271305,91° SE,"(  2.6,  0.4,  9.8)","( -0.1,  0.0,  2.9)","( 84.5,  143.2)","(-0.001286,  0.000768)",0 m,72%,0%,1,0.004523719660937786,Tesla Cybertruck
17,1:17:39.283126,8.786739587783813,32.15434265136719,29.940120697021484,False,72.8147362051514,91° SE,"(  2.4,  0.2,  9.8)","( -0.1,  0.0,  0.4)","( 95.3,  143.3)","(-0.001288,  0.000865)",0 m,72%,0%,1,0.0015039155259728432,Tesla Cybertruck
18,1:17:39.798754,9.30163288116455,29.41176414489746,30.487804412841797,False,77.12831993747301,91° SE,"(  2.2,  0.1,  9.8)","(  0.0,  0.0,  0.4)","( 105.9,  143.5)","(-0.001290,  0.000961)",0 m,72%,0%,1,0.0015039155259728432,Tesla Cybertruck
19,1:17:40.319784,9.815995693206787,33.557044982910156,32.36246109008789,False,81.43296949210782,92° SE,"(  2.1,  0.2,  9.8)","(  0.0,  0.0,  0.4)","( 117.4,  143.8)","(-0.001292,  0.001063)",0 m,72%,0%,1,0.0015039155259728432,Tesla Cybertruck
20,1:17:40.867470,10.338313817977905,36.3636360168457,29.32551383972168,False,85.23137015405804,90°  E,"(  2.7, -1.6,  9.8)","( -0.4, -0.1, -4.0)","( 129.5,  144.1)","(-0.001294,  0.001172)",0 m,85%,0%,1,-0.01662595383822918,Tesla Cybertruck
21,1:17:41.371586,10.867746353149414,34.364261627197266,33.003299713134766,False,92.18430155841786,89° NE,"(  4.8, -0.6,  9.8)","(  0.6, -0.2,  0.0)","( 141.9,  144.0)","(-0.001293,  0.001284)",0 m,100%,0%,1,0.0015039155259728432,Tesla Cybertruck
22,1:17:41.876691,11.378682136535645,31.948883056640625,31.84713363647461,False,101.23133580578549,89° NE,"(  5.4,  0.3,  9.8)","(  0.1, -0.0,  0.6)","( 156.4,  143.7)","(-0.001291,  0.001414)",0 m,100%,0%,1,0.0015039155259728432,Tesla Cybertruck
23,1:17:42.378836,11.885679960250854,32.25806427001953,34.722225189208984,False,110.63050915869515,90°  E,"(  5.3,  0.8,  9.9)","( -0.5, -0.2,  1.2)","( 171.3,  143.6)","(-0.001290,  0.001548)",0 m,100%,0%,1,0.0015039155259728432,Tesla Cybertruck
24,1:17:42.902660,12.393523216247559,31.64556884765625,30.674846649169922,False,121.03610919963599,90°  E,"(  5.4,  0.4,  9.8)","( -0.1,  0.0,  0.6)","( 187.3,  143.6)","(-0.001290,  0.001692)",0 m,100%,0%,1,0.0015039155259728432,Tesla Cybertruck
25,1:17:43.402389,12.896555185317993,33.11258316040039,34.843204498291016,False,129.68994886282144,91° SE,"(  5.3,  0.5,  9.8)","(  0.0,  0.0,  0.7)","( 204.8,  143.8)","(-0.001292,  0.001849)",0 m,100%,0%,1,0.0015039155259728432,Tesla Cybertruck
26,1:17:43.921214,13.399563789367676,28.248586654663086,27.700830459594727,False,139.149536785999,91° SE,"(  4.8,  0.4,  9.8)","(  0.0,  0.0,  0.7)","( 224.3,  144.1)","(-0.001294,  0.002023)",0 m,100%,0%,1,0.0015039155259728432,Tesla Cybertruck
27,1:17:44.395587,13.900061845779419,32.57328796386719,33.11258316040039,False,147.90017436590867,91° SE,"(  4.9, -0.7,  9.8)","( -1.0,  0.0, -3.2)","( 244.6,  144.5)","(-0.001298,  0.002206)",0 m,100%,0%,1,-0.01662595383822918,Tesla Cybertruck
28,1:17:44.902778,14.4065260887146,29.585798263549805,29.15452003479004,False,156.00778019552396,90°  E,"(  4.6, -1.6,  9.8)","( -0.7,  0.0, -2.4)","( 264.7,  144.8)","(-0.001301,  0.002386)",0 m,100%,0%,1,-0.01662595383822918,Tesla Cybertruck
29,1:17:45.408385,14.906749963760376,35.46099090576172,31.34796142578125,False,164.3815269328845,89° NE,"(  4.3, -1.4,  9.8)","(  0.3,  0.0, -0.3)","( 287.2,  144.8)","(-0.001301,  0.002589)",0 m,100%,0%,1,0.0015039155259728432,Tesla Cybertruck
30,1:17:45.953808,15.42571759223938,32.67974090576172,28.40909194946289,False,171.571102101697,90°  E,"(  3.9,  0.9,  9.8)","(  0.6,  0.0,  1.9)","( 312.7,  144.5)","(-0.001298,  0.002818)",0 m,97%,0%,1,0.0015039155259728432,Tesla Cybertruck
