,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
0,1:35:07.272898,0.03358650207519531,27.027027130126953,31.948883056640625,False,0.00014743975030614753,272° NW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
1,1:35:08.122898,0.5345711708068848,30.95975112915039,33.89830780029297,False,0.00014686480567490724,272° NW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
2,1:35:08.972898,1.0504262447357178,33.44481658935547,33.003299713134766,False,0.00014573138177159718,272° NW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
3,1:35:09.822898,1.565040111541748,32.0512809753418,33.222591400146484,False,0.00014614150082186943,272° NW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
4,1:35:10.672898,2.0671274662017822,34.364261627197266,34.364261627197266,False,0.00014612202527615104,272° NW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
5,1:35:11.472898,2.5802767276763916,31.34796142578125,31.34796142578125,False,0.00014645384491091703,272° NW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
6,1:35:12.222898,3.0836615562438965,29.850746154785156,29.940120697021484,False,0.00014599759634049319,272° NW,"(  0.0,  0.0,  9.8)","(  0.0,  0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
7,1:35:12.972898,3.5933494567871094,28.98550796508789,29.32551383972168,False,0.00014629077339179785,272° NW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
8,1:35:13.722898,4.103196144104004,30.395137786865234,28.32861328125,False,0.00014555847721532117,272° NW,"(  0.0,  0.0,  9.8)","( -0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
9,1:35:14.572898,4.62914514541626,31.948883056640625,32.57328796386719,False,0.00014591935408980177,272° NW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
10,1:35:15.372898,5.136874198913574,31.152647018432617,30.76923179626465,False,0.00012508626309555497,272° NW,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,0%,0%,1,0.0015039155259728432,Mini Cooper S 2021,Clear Noon
11,1:35:16.172898,5.6514599323272705,32.0512809753418,31.25,True,0.8389358372667637,272° NW,"(  2.1, -0.8,  9.8)","(  0.1,  0.3, -5.3)","( 46.1, -70.9)","( 0.000637,  0.000405)",0 m,85%,0%,1,-0.6234704852104187,Mini Cooper S 2021,Clear Noon
12,1:35:16.972898,6.168656826019287,31.948883056640625,30.303030014038086,True,10.35244240018494,260° SW,"(-56.4, -1.7,  7.7)","( -4.2, -0.1,  8.9)","( 45.0, -70.5)","( 0.000632,  0.000395)",0 m,85%,0%,1,-0.3655509352684021,Mini Cooper S 2021,Clear Noon
13,1:35:17.772898,6.678909540176392,31.54574203491211,27.932960510253906,True,0.1008623779296068,263° SW,"( -0.0,  0.2,  9.8)","(  0.2,  0.1,  1.6)","( 45.0, -70.4)","( 0.000631,  0.000395)",0 m,85%,0%,1,-0.4182400107383728,Mini Cooper S 2021,Clear Noon
14,1:35:18.622898,7.1834917068481445,33.783782958984375,33.783782958984375,True,0.193333266264002,264° SW,"( -0.0, -0.0,  9.8)","( -0.1, -0.0,  1.6)","( 45.0, -70.3)","( 0.000631,  0.000395)",0 m,85%,0%,1,-0.44232431054115295,Mini Cooper S 2021,Clear Noon
15,1:35:19.472898,7.7112202644348145,31.84713363647461,33.11258316040039,True,0.18044241530234192,265° SW,"(  0.0, -0.2,  9.8)","(  0.1,  0.0,  1.5)","( 45.0, -70.3)","( 0.000631,  0.000395)",0 m,85%,0%,1,-0.46382007002830505,Mini Cooper S 2021,Clear Noon
16,1:35:20.322898,8.230592727661133,33.44481658935547,32.67974090576172,True,0.02936775646747498,266° SW,"(  0.1, -0.2,  9.8)","( -0.0, -0.0,  1.1)","( 45.0, -70.3)","( 0.000631,  0.000395)",0 m,85%,0%,1,-0.4882820248603821,Mini Cooper S 2021,Clear Noon
17,1:35:21.172898,8.741900205612183,33.11258316040039,31.34796142578125,True,0.10801202609880475,267° SW,"(  0.0, -0.1,  9.8)","(  0.2,  0.0,  1.5)","( 45.0, -70.2)","( 0.000630,  0.000395)",0 m,85%,0%,1,-0.5113648176193237,Mini Cooper S 2021,Clear Noon
18,1:35:22.072898,9.262616634368896,33.003299713134766,35.71428680419922,True,0.03810296773751508,269° SW,"( -0.0, -0.3,  9.8)","(  0.2,  0.0,  1.8)","( 45.0, -70.2)","( 0.000630,  0.000395)",0 m,85%,0%,1,-0.5362566113471985,Mini Cooper S 2021,Clear Noon
19,1:35:22.972898,9.76874041557312,35.71428680419922,35.84229278564453,True,0.08381479339799669,270°  W,"(  0.0, -0.2,  9.8)","( -0.0,  0.0,  1.4)","( 44.9, -70.1)","( 0.000630,  0.000395)",0 m,85%,0%,1,-0.5575624108314514,Mini Cooper S 2021,Clear Noon
20,1:35:23.872898,10.27854037284851,35.335689544677734,35.211265563964844,True,0.05977949561802074,271° NW,"( -0.0,  0.0,  9.8)","(  0.2,  0.0,  1.1)","( 44.9, -70.1)","( 0.000630,  0.000395)",0 m,85%,0%,1,-0.577832818031311,Mini Cooper S 2021,Clear Noon
21,1:35:24.772898,10.789520502090454,34.60207748413086,35.46099090576172,True,0.15164141428676284,272° NW,"( -0.0, -0.1,  9.8)","( -1.3, -0.1,  2.7)","( 44.9, -70.1)","( 0.000630,  0.000395)",0 m,85%,0%,1,-0.6005518436431885,Mini Cooper S 2021,Clear Noon
