,Sim_time,Rec_time,Autopilot,Event,Intensity
0,0:07:45.625715,3.6268250942230225,False,Collision with 'Pole',25099.470522478245
1,0:07:45.677918,3.6268250942230225,False,Collision with 'Traffic Light',344.3030956303117
2,0:07:45.725986,3.6268250942230225,False,Collision with 'Traffic Light',311.2304536191923
3,0:07:45.725986,3.6268250942230225,False,Collision with 'Traffic Light',45.07716598664144
4,0:07:46.011768,4.162868976593018,False,Collision with 'Traffic Light',2.698585434616465
5,0:07:46.011768,4.162868976593018,False,Collision with 'Traffic Light',11.757818365628431
6,0:07:46.058255,4.162868976593018,False,Collision with 'Traffic Light',10.595406141734829
7,0:07:46.058255,4.162868976593018,False,Collision with 'Traffic Light',16.485170385325695
8,0:07:46.102426,4.162868976593018,False,Collision with 'Traffic Light',21.377025640825813
9,0:07:46.102426,4.162868976593018,False,Collision with 'Traffic Light',19.818090104592205
10,0:07:46.154070,4.162868976593018,False,Collision with 'Traffic Light',22.514078743338153
11,0:07:46.154070,4.162868976593018,False,Collision with 'Traffic Light',1.2770641912373155
12,0:07:46.196967,4.162868976593018,False,Collision with 'Traffic Light',0.2883006009046222
13,0:07:46.196967,4.162868976593018,False,Collision with 'Traffic Light',23.260401332378564
14,0:07:46.241096,4.162868976593018,False,Collision with 'Traffic Light',37.14668038901445
15,0:07:46.241096,4.162868976593018,False,Collision with 'Traffic Light',5.203074400353384
16,0:07:46.287440,4.162868976593018,False,Collision with 'Traffic Light',3.1250862844337615
17,0:07:46.805932,4.667599678039551,False,Collision with 'Pole',17.28727536811085
18,0:07:46.805932,4.667599678039551,False,Collision with 'Pole',190.21755095276296
19,0:07:46.851987,4.667599678039551,False,Collision with 'Pole',49.25623338244476
20,0:07:46.851987,5.193681955337524,False,Collision with 'Pole',13.988946839120445
21,0:07:46.897931,5.193681955337524,False,Collision with 'Pole',5.403204170421507
22,0:07:46.897931,5.193681955337524,False,Collision with 'Pole',1.391413173498486
