,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
0,0:11:09.763961,0.05441117286682129,18.315017700195312,17.95332145690918,False,0.0026618340007572797,93° SE,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","(-29.9,  31.2)","(-0.000281, -0.000259)",0 m,0%,0%,1,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
1,0:11:10.313961,0.5863244533538818,20.40816307067871,20.120723724365234,False,0.0033155408902744736,93° SE,"( -0.0, -0.0,  9.8)","( -0.0,  0.0, -0.0)","(-29.9,  31.2)","(-0.000281, -0.000259)",0 m,0%,0%,1,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
2,0:11:10.863961,1.1252059936523438,20.40816307067871,20.32520294189453,False,0.0018358845315770344,93° SE,"(  0.0,  0.0,  9.8)","(  0.0, -0.0,  0.0)","(-29.8,  31.2)","(-0.000281, -0.000259)",0 m,0%,0%,1,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
3,0:11:11.363961,1.6399717330932617,19.841270446777344,20.2020206451416,False,2.383421503893973,93° SE,"(  3.9, -0.0,  9.8)","( -0.0, -0.2, -0.4)","(-29.7,  31.2)","(-0.000281, -0.000258)",0 m,100%,0%,1,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
4,0:11:11.813961,2.1599202156066895,16.920473098754883,19.34235954284668,False,10.845220340209487,93° SE,"(  8.1, -0.2,  9.8)","(  0.0, -0.5, -2.3)","(-28.8,  31.3)","(-0.000281, -0.000250)",0 m,100%,0%,1,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
5,0:11:12.363961,2.7057273387908936,20.36659812927246,19.685039520263672,False,20.3799578284434,85° NE,"(  7.4, -2.4,  9.8)","( -0.6, -1.3,-21.1)","(-26.0,  31.0)","(-0.000278, -0.000225)",0 m,100%,0%,2,-0.14846764504909515,Mercedes Coupe 2020,Clear Noon
6,0:11:13.013961,3.2484021186828613,23.640661239624023,27.027027130126953,False,36.69410337705109,83° NE,"(  7.9,  4.6,  9.8)","(  1.4, -0.3, 28.0)","(-20.4,  30.1)","(-0.000269, -0.000174)",0 m,100%,0%,3,0.13440266251564026,Mercedes Coupe 2020,Clear Noon
7,0:11:13.613961,3.7555899620056152,24.81389617919922,26.525197982788086,False,49.407917011274755,81° NE,"(  5.1, -3.9,  9.7)","( -0.1,  0.2,-19.7)","(-12.4,  29.3)","(-0.000261, -0.000103)",0 m,100%,0%,3,-0.04095536470413208,Mercedes Coupe 2020,Clear Noon
8,0:11:14.213961,4.272588014602661,24.15458869934082,23.58490562438965,False,58.01483379513271,85° NE,"(  4.5,  2.7,  9.7)","( -0.0,  0.0,  7.6)","( -4.2,  27.9)","(-0.000250, -0.000029)",0 m,100%,0%,4,0.0015039155259728432,Mercedes Coupe 2020,Clear Noon
9,0:11:14.813961,4.809003829956055,22.026432037353516,23.148147583007812,False,63.95867096211461,93° SE,"( -0.8,  2.0,  9.8)","( -1.5,  0.6, -0.7)","(  6.1,  27.6)","(-0.000248,  0.000063)",0 m,0%,0%,4,-0.044019442051649094,Mercedes Coupe 2020,Clear Noon
10,0:11:15.363961,5.329865455627441,22.075054168701172,24.096385955810547,False,57.62515234534151,86° NE,"( -9.1, -2.5,  9.7)","(  0.2,  0.8, -6.0)","( 16.1,  27.4)","(-0.000245,  0.000154)",0 m,0%,83%,3,-0.01662595383822918,Mercedes Coupe 2020,Clear Noon
11,0:11:15.963961,5.8514463901519775,22.37136459350586,22.779043197631836,False,39.08561903873052,82° NE,"(-11.5, -1.5,  9.7)","(  0.2,  0.5, -6.3)","( 23.1,  26.6)","(-0.000238,  0.000216)",0 m,0%,100%,2,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
12,0:11:16.513961,6.35352897644043,21.32196044921875,23.640661239624023,False,21.154135146416813,79° NE,"(-12.2, -0.4,  9.7)","(  0.2,  1.0,  1.4)","( 27.4,  25.9)","(-0.000231,  0.000255)",0 m,0%,96%,1,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
13,0:11:17.113961,6.906258821487427,22.727272033691406,22.47191047668457,False,1.6354310626781405,79° NE,"( -0.2, -0.0,  9.8)","( -0.0, -0.3, -0.3)","( 28.0,  25.7)","(-0.000230,  0.000260)",0 m,0%,0%,1,-0.0287561547011137,Mercedes Coupe 2020,Clear Noon
